model_label,unit_id,evaluation,temporal_ms,spatial_support,n_channels,dprime_raw,dprime_deep,ddprime,auc_raw,auc_deep
ib_w96_om0_s0,94,crossfit,0.5,endpoint,19.5,1.5624084759738728,1.4598607066877152,-0.1025477692861577,0.8719500005245209,0.8584000170230865
ib_w96_om0_s0,94,crossfit,0.5,top1,1.0,2.4779979240653462,2.381089053939275,-0.0969088701260709,0.9547249972820282,0.9498499929904938
ib_w96_om0_s0,94,crossfit,0.5,top16,16.0,1.686120483051265,1.5764483519325907,-0.1096721311186744,0.8834500014781952,0.8698999881744385
ib_w96_om0_s0,94,crossfit,0.5,top2,2.0,2.785209818302704,2.647235370925867,-0.1379744473768371,0.9694499969482422,0.9627000093460084
ib_w96_om0_s0,94,crossfit,0.5,top24,24.0,1.4336435933310736,1.345156742742272,-0.0884868505888016,0.8525000214576721,0.8396999835968018
ib_w96_om0_s0,94,crossfit,0.5,top4,4.0,2.7640751389847766,2.6199285401920984,-0.144146598792678,0.9696000218391418,0.9630500078201294
ib_w96_om0_s0,94,crossfit,0.5,top8,8.0,2.040532630425577,1.9203720307216727,-0.1201605997039036,0.9205500185489656,0.9099999964237212
ib_w96_om0_s0,94,crossfit,1.0,endpoint,19.5,1.3797887526471886,1.2893379655149748,-0.090450787132214,0.8516999781131744,0.8385000228881836
ib_w96_om0_s0,94,crossfit,1.0,top1,1.0,2.466916892724977,2.3641069305002604,-0.1028099622247162,0.9537500143051147,0.9478999972343444
ib_w96_om0_s0,94,crossfit,1.0,top16,16.0,1.4579569977586364,1.364498202881141,-0.0934587948774952,0.8561500012874603,0.844650000333786
ib_w96_om0_s0,94,crossfit,1.0,top2,2.0,2.772671904258412,2.624457946749847,-0.1482139575085643,0.9688500165939332,0.9617500007152556
ib_w96_om0_s0,94,crossfit,1.0,top24,24.0,1.2820335443325306,1.2043479536181212,-0.0776855907144095,0.832099974155426,0.8197500109672546
ib_w96_om0_s0,94,crossfit,1.0,top4,4.0,2.7601727475804285,2.604144234981961,-0.1560285125984677,0.9681000113487244,0.9619999825954436
ib_w96_om0_s0,94,crossfit,1.0,top8,8.0,1.8093238710909083,1.7053392246480743,-0.103984646442834,0.8967000246047974,0.8861000239849091
ib_w96_om0_s0,94,crossfit,2.0,endpoint,19.5,0.8501491026240082,0.7940390507220265,-0.0561100519019816,0.7361999750137329,0.7225000262260437
ib_w96_om0_s0,94,crossfit,2.0,top1,1.0,2.3733910220332666,2.2580478428509325,-0.1153431791823342,0.9501000046730042,0.942900002002716
