model_label,unit_id,evaluation,fold,temporal_ms,temporal_samples,spatial_support,n_channels,n_train_hits,n_test_hits,dprime_raw,dprime_deep,ddprime,auc_raw,auc_deep
ib_w96_om1_s0,94,crossfit,1,1.0,30,top1,1,50,50,2.496699518610749,2.2098072333906327,-0.2868922852201168,0.9531000256538392,0.9297000169754028
ib_w96_om1_s0,94,crossfit,1,1.0,30,top2,2,50,50,2.759269873679503,2.36062322669497,-0.3986466469845333,0.9677000045776368,0.942300021648407
ib_w96_om1_s0,94,crossfit,1,1.0,30,top4,4,50,50,2.690846092803956,2.3680012769593923,-0.3228448158445633,0.9621000289916992,0.9433000087738036
ib_w96_om1_s0,94,crossfit,1,1.0,30,top8,8,50,50,2.244875512027409,2.050441615772741,-0.1944338962546679,0.9355000257492064,0.9160000085830688
ib_w96_om1_s0,94,crossfit,1,1.0,30,top16,16,50,50,1.6199517192742063,1.4185631635744798,-0.2013885556997265,0.8754000067710876,0.8476999998092651
ib_w96_om1_s0,94,crossfit,1,1.0,30,top24,24,50,50,1.450720330180979,1.2678132490262566,-0.1829070811547224,0.8611999750137329,0.8317999839782715
ib_w96_om1_s0,94,crossfit,1,2.0,60,endpoint,22,50,50,0.9102195236873796,0.7723626103652029,-0.1378569133221765,0.7440999746322632,0.7123000025749207
ib_w96_om1_s0,94,crossfit,1,2.0,60,top1,1,50,50,2.522684154103477,2.224960982664828,-0.2977231714386499,0.9585000276565552,0.9365000128746032
ib_w96_om1_s0,94,crossfit,1,2.0,60,top2,2,50,50,2.7755058229890808,2.386387205813528,-0.3891186171755527,0.972000002861023,0.9488000273704528
ib_w96_om1_s0,94,crossfit,1,2.0,60,top4,4,50,50,2.768562887411016,2.417185432144935,-0.3513774552660811,0.9710999727249146,0.9513999819755554
ib_w96_om1_s0,94,crossfit,1,2.0,60,top8,8,50,50,1.7448797636324187,1.6525082501099153,-0.0923715135225033,0.8973000049591064,0.8823999762535095
ib_w96_om1_s0,94,crossfit,1,2.0,60,top16,16,50,50,0.9382649233726044,0.8101576687464345,-0.1281072546261699,0.7476000189781189,0.7218000292778015
ib_w96_om1_s0,94,crossfit,1,2.0,60,top24,24,50,50,0.891852765746139,0.7514208461179869,-0.1404319196281521,0.7354000210762024,0.7010999917984009
ib_w96_om1_s0,94,crossfit,1,3.0,90,endpoint,22,50,50,0.7709306953578077,0.6562658949610739,-0.1146648003967337,0.722100019454956,0.6930999755859375
ib_w96_om1_s0,94,crossfit,1,3.0,90,top1,1,50,50,2.529461808966794,2.23767655462847,-0.2917852543383241,0.9580000042915344,0.9380999803543092
ib_w96_om1_s0,94,crossfit,1,3.0,90,top2,2,50,50,2.7959342280719213,2.388712459004369,-0.4072217690675521,0.9728000164031982,0.949999988079071
ib_w96_om1_s0,94,crossfit,1,3.0,90,top4,4,50,50,2.781072948776418,2.427586300690109,-0.3534866480863083,0.9711999893188475,0.9524999856948853
ib_w96_om1_s0,94,crossfit,1,3.0,90,top8,8,50,50,1.5598308778309815,1.4710260614594135,-0.0888048163715682,0.8741000294685364,0.8597000241279602
ib_w96_om1_s0,94,crossfit,1,3.0,90,top16,16,50,50,0.7973382211105442,0.6889912852954128,-0.1083469358151314,0.7297000288963318,0.7013000249862671
ib_w96_om1_s0,94,crossfit,1,3.0,90,top24,24,50,50,0.7473600847154754,0.6332743557210979,-0.1140857289943775,0.7159000039100647,0.6880999803543091
ib_w96_om1_s0,94,crossfit,1,4.0,120,endpoint,22,50,50,0.7156412327055487,0.6143600679788191,-0.1012811647267295,0.7096999883651733,0.6837000250816345
ib_w96_om1_s0,94,crossfit,1,4.0,120,top1,1,50,50,2.543056754396952,2.221396532635787,-0.321660221761165,0.9588000178337096,0.9373000264167786
ib_w96_om1_s0,94,crossfit,1,4.0,120,top2,2,50,50,2.7977703414337536,2.3739626542452594,-0.4238076871884941,0.9726999998092652,0.9485999941825868
ib_w96_om1_s0,94,crossfit,1,4.0,120,top4,4,50,50,2.788463080646243,2.418326721643809,-0.370136359002434,0.9718999862670898,0.9524000287055968
ib_w96_om1_s0,94,crossfit,1,4.0,120,top8,8,50,50,1.456033325616179,1.3722555887527113,-0.0837777368634677,0.8539999723434448,0.8413000106811523
ib_w96_om1_s0,94,crossfit,1,4.0,120,top16,16,50,50,0.762268435648332,0.6577906370585476,-0.1044777985897844,0.7174999713897705,0.6931999921798706
ib_w96_om1_s0,94,crossfit,1,4.0,120,top24,24,50,50,0.6917397128052802,0.5912613433660993,-0.1004783694391809,0.699999988079071,0.6754999756813049
ib_w96_om1_s0,337,in_sample,-1,0.5,15,endpoint,4,100,100,2.8337357367443285,2.792303263397488,-0.0414324733468403,0.975499987602234,0.9728000164031982
ib_w96_om1_s0,337,in_sample,-1,0.5,15,top1,1,100,100,2.6284227027081903,2.6471848143967995,0.0187621116886091,0.9656500220298768,0.963349997997284
ib_w96_om1_s0,337,in_sample,-1,0.5,15,top2,2,100,100,2.906460080796191,2.917391401927475,0.010931321131284,0.9757000207901,0.9736499786376952
ib_w96_om1_s0,337,in_sample,-1,0.5,15,top4,4,100,100,2.833735746251042,2.792303246567453,-0.041432499683589,0.975499987602234,0.9728000164031982
ib_w96_om1_s0,337,in_sample,-1,0.5,15,top8,8,100,100,2.580107692551658,2.535042267270609,-0.0450654252810496,0.9646999835968018,0.9603000283241272
ib_w96_om1_s0,337,in_sample,-1,0.5,15,top16,16,100,100,2.238884487542583,2.225427983346893,-0.0134565041956893,0.949999988079071,0.9491000175476074
ib_w96_om1_s0,337,in_sample,-1,0.5,15,top24,24,100,100,1.9657245437150377,1.937084754496234,-0.0286397892188037,0.9276000261306764,0.9245499968528748
ib_w96_om1_s0,337,in_sample,-1,1.0,30,endpoint,4,100,100,2.9616220488658533,2.890917857204785,-0.0707041916610684,0.9833499789237976,0.9783499836921692
ib_w96_om1_s0,337,in_sample,-1,1.0,30,top1,1,100,100,2.751601292847185,2.727741817262522,-0.023859475584663,0.979300022125244,0.9742500185966492
ib_w96_om1_s0,337,in_sample,-1,1.0,30,top2,2,100,100,3.0239821826992914,2.999486856811333,-0.0244953258879583,0.984000027179718,0.9798499941825868
ib_w96_om1_s0,337,in_sample,-1,1.0,30,top4,4,100,100,2.961622034420421,2.8909178486727964,-0.0707041857476244,0.9833499789237976,0.9783499836921692
ib_w96_om1_s0,337,in_sample,-1,1.0,30,top8,8,100,100,2.6914180685055444,2.6021468445223044,-0.08927122398324,0.9738500118255616,0.9670500159263612
ib_w96_om1_s0,337,in_sample,-1,1.0,30,top16,16,100,100,2.4069982153544798,2.351407259134355,-0.0555909562201244,0.9613500237464904,0.9562000036239624
ib_w96_om1_s0,337,in_sample,-1,1.0,30,top24,24,100,100,2.136059663476805,2.0630329708725017,-0.0730266926043037,0.93954998254776,0.932349979877472
ib_w96_om1_s0,337,in_sample,-1,2.0,60,endpoint,4,100,100,3.076069061039614,2.8909836349508597,-0.1850854260887553,0.9850999712944032,0.97885000705719
ib_w96_om1_s0,337,in_sample,-1,2.0,60,top1,1,100,100,2.9427228191151302,2.762433328010507,-0.1802894911046233,0.982200026512146,0.9765499830245972
ib_w96_om1_s0,337,in_sample,-1,2.0,60,top2,2,100,100,3.175412253198081,3.010335030991833,-0.1650772222062477,0.9870499968528748,0.9822499752044678
ib_w96_om1_s0,337,in_sample,-1,2.0,60,top4,4,100,100,3.076069024145444,2.8909836598775547,-0.1850853642678886,0.9850999712944032,0.97885000705719
ib_w96_om1_s0,337,in_sample,-1,2.0,60,top8,8,100,100,2.749171248197307,2.581493491939067,-0.1676777562582403,0.9786999821662904,0.9711499810218812
ib_w96_om1_s0,337,in_sample,-1,2.0,60,top16,16,100,100,2.361575897620953,2.2274935404802387,-0.1340823571407141,0.9607499837875366,0.9528999924659728
ib_w96_om1_s0,337,in_sample,-1,2.0,60,top24,24,100,100,2.0494115075110773,1.8490409161603056,-0.2003705913507714,0.9376500248908995,0.9188500046730042
ib_w96_om1_s0,337,in_sample,-1,3.0,90,endpoint,4,100,100,3.0794052231788607,2.879307668881847,-0.2000975542970136,0.9843500256538392,0.977999985218048
ib_w96_om1_s0,337,in_sample,-1,3.0,90,top1,1,100,100,2.935008451051928,2.743950592063757,-0.191057858988171,0.9822499752044678,0.9758999943733216
ib_w96_om1_s0,337,in_sample,-1,3.0,90,top2,2,100,100,3.1629187697319265,2.990103484992255,-0.1728152847396713,0.9865999817848206,0.9815000295639038
ib_w96_om1_s0,337,in_sample,-1,3.0,90,top4,4,100,100,3.079405240446855,2.8793076701776013,-0.2000975702692535,0.9843500256538392,0.977999985218048
ib_w96_om1_s0,337,in_sample,-1,3.0,90,top8,8,100,100,2.6372804170897286,2.494421338098133,-0.1428590789915951,0.9773499965667723,0.9700499773025512
ib_w96_om1_s0,337,in_sample,-1,3.0,90,top16,16,100,100,2.115716707513767,2.00466617420534,-0.1110505333084272,0.9527000188827516,0.942449986934662
ib_w96_om1_s0,337,in_sample,-1,3.0,90,top24,24,100,100,1.776869631915026,1.634129242728253,-0.1427403891867731,0.9142500162124634,0.894349992275238
ib_w96_om1_s0,337,in_sample,-1,4.0,120,endpoint,4,100,100,3.1508394835087925,2.9016378369782485,-0.249201646530544,0.986299991607666,0.979349970817566
ib_w96_om1_s0,337,in_sample,-1,4.0,120,top1,1,100,100,3.0634729538072665,2.775709765974945,-0.2877631878323217,0.9861999750137328,0.9786999821662904
ib_w96_om1_s0,337,in_sample,-1,4.0,120,top2,2,100,100,3.258052398324712,3.0160764396689017,-0.2419759586558103,0.9887999892234802,0.983299970626831
ib_w96_om1_s0,337,in_sample,-1,4.0,120,top4,4,100,100,3.150839419985316,2.9016377923678207,-0.2492016276174946,0.986299991607666,0.979349970817566
ib_w96_om1_s0,337,in_sample,-1,4.0,120,top8,8,100,100,2.714574063504203,2.528962731071017,-0.1856113324331856,0.9790499806404114,0.9699500203132628
ib_w96_om1_s0,337,in_sample,-1,4.0,120,top16,16,100,100,2.1964294328875,2.0547818396098663,-0.1416475932776331,0.9602500200271606,0.9490500092506408
ib_w96_om1_s0,337,in_sample,-1,4.0,120,top24,24,100,100,1.8082237553109544,1.6474168410735286,-0.160806914237426,0.92044997215271,0.8973000049591064
ib_w96_om1_s0,337,crossfit,0,0.5,15,endpoint,4,50,50,3.164065982151361,3.117598340339633,-0.0464676418117289,0.99099999666214,0.9901999831199646
ib_w96_om1_s0,337,crossfit,0,0.5,15,top1,1,50,50,3.0409044919386523,3.0585068930945134,0.017602401155861,0.9818000197410583,0.9847000241279602
ib_w96_om1_s0,337,crossfit,0,0.5,15,top2,2,50,50,3.33943762792952,3.3326964974702338,-0.0067411304592863,0.9926000237464904,0.9926999807357788
ib_w96_om1_s0,337,crossfit,0,0.5,15,top4,4,50,50,3.164066032501331,3.117598335028584,-0.0464676974727469,0.99099999666214,0.9901999831199646
ib_w96_om1_s0,337,crossfit,0,0.5,15,top8,8,50,50,2.799784568945568,2.7752379242538563,-0.024546644691711,0.9799000024795532,0.9786999821662904
ib_w96_om1_s0,337,crossfit,0,0.5,15,top16,16,50,50,2.02532103494828,2.062623816338971,0.0373027813906907,0.9344000220298768,0.9387000203132628
ib_w96_om1_s0,337,crossfit,0,0.5,15,top24,24,50,50,1.7890880166483998,1.7675227554508504,-0.0215652611975494,0.9139999747276306,0.9114999771118164
ib_w96_om1_s0,337,crossfit,0,1.0,30,endpoint,4,50,50,3.2684572797238287,3.2084071652918715,-0.0600501144319571,0.9922999739646912,0.9901000261306764
ib_w96_om1_s0,337,crossfit,0,1.0,30,top1,1,50,50,3.099191712821956,3.0761917683344486,-0.0229999444875073,0.9868000149726868,0.9868000149726868
ib_w96_om1_s0,337,crossfit,0,1.0,30,top2,2,50,50,3.3748682706382898,3.3746150284764047,-0.000253242161885,0.993499994277954,0.9932000041007996
ib_w96_om1_s0,337,crossfit,0,1.0,30,top4,4,50,50,3.268457302170783,3.208407150755188,-0.0600501514155946,0.9922999739646912,0.9901000261306764
ib_w96_om1_s0,337,crossfit,0,1.0,30,top8,8,50,50,2.9075973317634647,2.872776056129919,-0.0348212756335457,0.9836999773979188,0.9807000160217284
ib_w96_om1_s0,337,crossfit,0,1.0,30,top16,16,50,50,1.9946210320794984,2.006657177090111,0.0120361450106127,0.9384999871253968,0.9388999938964844
ib_w96_om1_s0,337,crossfit,0,1.0,30,top24,24,50,50,1.6970409597422,1.6683701727549272,-0.0286707869872728,0.8995000123977661,0.8977000117301941
ib_w96_om1_s0,337,crossfit,0,2.0,60,endpoint,4,50,50,3.3730365783932643,3.171238603981497,-0.2017979744117672,0.991599977016449,0.9884999990463256
ib_w96_om1_s0,337,crossfit,0,2.0,60,top1,1,50,50,3.2943713317105283,3.0326194518037326,-0.2617518799067957,0.9902999997138976,0.9865000247955322
ib_w96_om1_s0,337,crossfit,0,2.0,60,top2,2,50,50,3.504625199910046,3.3259973115758656,-0.1786278883341805,0.993499994277954,0.9921000003814696
ib_w96_om1_s0,337,crossfit,0,2.0,60,top4,4,50,50,3.373036592832784,3.1712385845842164,-0.2017980082485673,0.991599977016449,0.9884999990463256
ib_w96_om1_s0,337,crossfit,0,2.0,60,top8,8,50,50,2.8353765186923177,2.696156623785137,-0.1392198949071805,0.9782000184059144,0.972000002861023
ib_w96_om1_s0,337,crossfit,0,2.0,60,top16,16,50,50,1.7411460511439474,1.6534606121245667,-0.0876854390193806,0.9059000015258788,0.8949999809265137
ib_w96_om1_s0,337,crossfit,0,2.0,60,top24,24,50,50,1.3521723823813605,1.2557462403166515,-0.0964261420647087,0.8507000207901001,0.8335000276565552
ib_w96_om1_s0,337,crossfit,0,3.0,90,endpoint,4,50,50,3.2516592259738037,3.034447011417079,-0.2172122145567243,0.989400029182434,0.9854999780654908
ib_w96_om1_s0,337,crossfit,0,3.0,90,top1,1,50,50,3.216951192472417,2.936273640717312,-0.2806775517551045,0.9886999726295472,0.9847000241279602
ib_w96_om1_s0,337,crossfit,0,3.0,90,top2,2,50,50,3.3925302776832598,3.2032022470080377,-0.1893280306752216,0.9911999702453612,0.989799976348877
ib_w96_om1_s0,337,crossfit,0,3.0,90,top4,4,50,50,3.2516592460964824,3.0344470106989814,-0.217212235397501,0.989400029182434,0.9854999780654908
ib_w96_om1_s0,337,crossfit,0,3.0,90,top8,8,50,50,2.5388160741532264,2.419192995012844,-0.1196230791403825,0.9668999910354614,0.959500014781952
ib_w96_om1_s0,337,crossfit,0,3.0,90,top16,16,50,50,1.29784755186445,1.2347094378479804,-0.0631381140164697,0.8338000178337097,0.8230000138282776
ib_w96_om1_s0,337,crossfit,0,3.0,90,top24,24,50,50,0.9733006687357854,0.8973608976302379,-0.0759397711055475,0.774399995803833,0.758400022983551
ib_w96_om1_s0,337,crossfit,0,4.0,120,endpoint,4,50,50,3.25347747017291,3.0079471964069646,-0.2455302737659455,0.989300012588501,0.9840999841690063
ib_w96_om1_s0,337,crossfit,0,4.0,120,top1,1,50,50,3.333741364329593,2.951104844082567,-0.3826365202470261,0.9901000261306764,0.9843999743461608
ib_w96_om1_s0,337,crossfit,0,4.0,120,top2,2,50,50,3.466381200904604,3.194565067639025,-0.2718161332655788,0.9926999807357788,0.989300012588501
ib_w96_om1_s0,337,crossfit,0,4.0,120,top4,4,50,50,3.2534774741437897,3.0079472246045147,-0.245530249539275,0.989300012588501,0.9840999841690063
ib_w96_om1_s0,337,crossfit,0,4.0,120,top8,8,50,50,2.3376727076105213,2.215923210939349,-0.121749496671172,0.9567999839782716,0.9463000297546388
ib_w96_om1_s0,337,crossfit,0,4.0,120,top16,16,50,50,1.141299054285238,1.0721235703846324,-0.0691754839006058,0.8041999936103821,0.7894999980926514
ib_w96_om1_s0,337,crossfit,0,4.0,120,top24,24,50,50,0.8543523890764811,0.775115229975895,-0.0792371591005861,0.7404000163078308,0.7200000286102295
ib_w96_om1_s0,337,crossfit,1,0.5,15,endpoint,4,50,50,2.536193743298656,2.503549235209086,-0.0326445080895698,0.9580000042915344,0.9545000195503236
ib_w96_om1_s0,337,crossfit,1,0.5,15,top1,1,50,50,2.319017326698655,2.328086131471228,0.0090688047725731,0.9496999979019164,0.942300021648407
ib_w96_om1_s0,337,crossfit,1,0.5,15,top2,2,50,50,2.5701824373883047,2.587978266905424,0.0177958295171194,0.958400011062622,0.9541000127792358
ib_w96_om1_s0,337,crossfit,1,0.5,15,top4,4,50,50,2.5361937688245138,2.503549216082128,-0.0326445527423859,0.9580000042915344,0.9545000195503236
ib_w96_om1_s0,337,crossfit,1,0.5,15,top8,8,50,50,2.1940075182025844,2.177877808019222,-0.0161297101833626,0.9398999810218812,0.9376000165939332
ib_w96_om1_s0,337,crossfit,1,0.5,15,top16,16,50,50,1.736883302691289,1.7050273409408547,-0.0318559617504343,0.9061999917030334,0.9053000211715698
ib_w96_om1_s0,337,crossfit,1,0.5,15,top24,24,50,50,1.5681045504583455,1.5412102362893063,-0.0268943141690394,0.886900007724762,0.8852999806404114
ib_w96_om1_s0,337,crossfit,1,1.0,30,endpoint,4,50,50,2.628554415718502,2.5733572117625263,-0.0551972039559758,0.9690999984741212,0.9623000025749208
ib_w96_om1_s0,337,crossfit,1,1.0,30,top1,1,50,50,2.4562670289670243,2.4259180022950857,-0.0303490266719386,0.9678999781608582,0.959500014781952
ib_w96_om1_s0,337,crossfit,1,1.0,30,top2,2,50,50,2.699852699584101,2.6702453962328048,-0.0296073033512964,0.9700999855995178,0.9639000296592712
ib_w96_om1_s0,337,crossfit,1,1.0,30,top4,4,50,50,2.6285544225614577,2.573357206333726,-0.0551972162277314,0.9690999984741212,0.9623000025749208
ib_w96_om1_s0,337,crossfit,1,1.0,30,top8,8,50,50,2.1850559959583515,2.1261231409016785,-0.058932855056673,0.9431999921798706,0.9361000061035156
ib_w96_om1_s0,337,crossfit,1,1.0,30,top16,16,50,50,1.746354591734919,1.6971960105264323,-0.0491585812084867,0.9049999713897704,0.9032999873161316
ib_w96_om1_s0,337,crossfit,1,1.0,30,top24,24,50,50,1.560697703415246,1.5088549456724285,-0.0518427577428177,0.8833000063896179,0.8762000203132629
ib_w96_om1_s0,337,crossfit,1,2.0,60,endpoint,4,50,50,2.7004303357843016,2.553388846986945,-0.1470414887973561,0.9711999893188475,0.9573000073432922
ib_w96_om1_s0,337,crossfit,1,2.0,60,top1,1,50,50,2.62411831859994,2.478936596690809,-0.1451817219091307,0.9714999794960022,0.9591000080108644
ib_w96_om1_s0,337,crossfit,1,2.0,60,top2,2,50,50,2.8171412464076955,2.674128858914822,-0.1430123874928734,0.9750999808311462,0.9631999731063844
ib_w96_om1_s0,337,crossfit,1,2.0,60,top4,4,50,50,2.7004302778340894,2.5533888539020344,-0.147041423932055,0.9711999893188475,0.9573000073432922
ib_w96_om1_s0,337,crossfit,1,2.0,60,top8,8,50,50,2.153054901463722,2.0288227922224125,-0.1242321092413094,0.9377999901771544,0.927299976348877
ib_w96_om1_s0,337,crossfit,1,2.0,60,top16,16,50,50,1.2894774049688005,1.0950213540874971,-0.1944560508813031,0.8263000249862671,0.7910000085830688
ib_w96_om1_s0,337,crossfit,1,2.0,60,top24,24,50,50,1.1393510104698814,0.9728706992995516,-0.1664803111703297,0.7901999950408936,0.7620999813079834
ib_w96_om1_s0,337,crossfit,1,3.0,90,endpoint,4,50,50,2.717382071415623,2.566080814496675,-0.151301256918948,0.9726999998092652,0.9592000246047974
ib_w96_om1_s0,337,crossfit,1,3.0,90,top1,1,50,50,2.63538372766373,2.48521280617751,-0.1501709214862203,0.9728999733924866,0.959999978542328
ib_w96_om1_s0,337,crossfit,1,3.0,90,top2,2,50,50,2.818802460984618,2.678425925192784,-0.1403765357918338,0.9749000072479248,0.9629999995231628
ib_w96_om1_s0,337,crossfit,1,3.0,90,top4,4,50,50,2.717382083446092,2.566080862855737,-0.151301220590355,0.9726999998092652,0.9592000246047974
ib_w96_om1_s0,337,crossfit,1,3.0,90,top8,8,50,50,2.0651722355592246,1.9596526447152085,-0.105519590844016,0.9308000206947328,0.920199990272522
ib_w96_om1_s0,337,crossfit,1,3.0,90,top16,16,50,50,1.1500208755343384,1.0000494705719294,-0.149971404962409,0.8059999942779541,0.7825999855995178
ib_w96_om1_s0,337,crossfit,1,3.0,90,top24,24,50,50,1.0358336489961395,0.9121120712411468,-0.1237215777549928,0.7838000059127808,0.7612000107765198
ib_w96_om1_s0,337,crossfit,1,4.0,120,endpoint,4,50,50,2.79049354238689,2.5880760119755344,-0.2024175304113562,0.974399983882904,0.9607999920845032
ib_w96_om1_s0,337,crossfit,1,4.0,120,top1,1,50,50,2.746455314055216,2.509460851384568,-0.2369944626706481,0.9768999814987184,0.9631999731063844
ib_w96_om1_s0,337,crossfit,1,4.0,120,top2,2,50,50,2.9046282032270043,2.699913970147434,-0.2047142330795703,0.977999985218048,0.9646000266075134
ib_w96_om1_s0,337,crossfit,1,4.0,120,top4,4,50,50,2.79049352869323,2.5880760425011062,-0.2024174861921239,0.974399983882904,0.9607999920845032
ib_w96_om1_s0,337,crossfit,1,4.0,120,top8,8,50,50,2.1629133119092945,2.016092256559461,-0.1468210553498337,0.9363999962806702,0.9214000105857848
ib_w96_om1_s0,337,crossfit,1,4.0,120,top16,16,50,50,1.2082344929641728,1.0445293380214342,-0.1637051549427386,0.8069000244140625,0.7789000272750854
ib_w96_om1_s0,337,crossfit,1,4.0,120,top24,24,50,50,1.071699660134591,0.9417712570840217,-0.1299284030505694,0.7815999984741211,0.7555999755859375
ib_w96_om1_s0,1143,in_sample,-1,0.5,15,endpoint,7,100,100,5.088693689831199,5.053555212052081,-0.0351384777791183,0.9978500008583068,0.9958000183105468
ib_w96_om1_s0,1143,in_sample,-1,0.5,15,top1,1,100,100,4.13126303854025,4.509082604932739,0.377819566392489,0.9927499890327454,0.995299994945526
ib_w96_om1_s0,1143,in_sample,-1,0.5,15,top2,2,100,100,5.325520869181508,5.380824987026505,0.0553041178449964,0.9991499781608582,0.9985499978065492
ib_w96_om1_s0,1143,in_sample,-1,0.5,15,top4,4,100,100,5.460481927276974,5.477138631674565,0.0166567043975911,0.998449981212616,0.9975000023841858
ib_w96_om1_s0,1143,in_sample,-1,0.5,15,top8,8,100,100,5.032924255033161,4.988437349636289,-0.0444869053968721,0.9973999857902528,0.9958000183105468
ib_w96_om1_s0,1143,in_sample,-1,0.5,15,top16,16,100,100,4.459014058531064,4.395270251174956,-0.0637438073561078,0.9951500296592712,0.9940000176429749
ib_w96_om1_s0,1143,in_sample,-1,0.5,15,top24,24,100,100,4.471563913146213,4.344895639844601,-0.126668273301612,0.9965500235557556,0.994700014591217
ib_w96_om1_s0,1143,in_sample,-1,1.0,30,endpoint,7,100,100,5.189304583358464,5.07813203160161,-0.1111725517568533,0.9977999925613404,0.995199978351593
ib_w96_om1_s0,1143,in_sample,-1,1.0,30,top1,1,100,100,4.162140215868493,4.491704629559866,0.3295644136913731,0.9911500215530396,0.9940999746322632
ib_w96_om1_s0,1143,in_sample,-1,1.0,30,top2,2,100,100,5.382262583380897,5.375487620178507,-0.0067749632023899,0.9989500045776368,0.9978500008583068
ib_w96_om1_s0,1143,in_sample,-1,1.0,30,top4,4,100,100,5.52974657895469,5.459230792922028,-0.0705157860326615,0.9982500076293944,0.9969000220298768
ib_w96_om1_s0,1143,in_sample,-1,1.0,30,top8,8,100,100,5.141034689867511,5.027373341327115,-0.1136613485403961,0.9973999857902528,0.995199978351593
ib_w96_om1_s0,1143,in_sample,-1,1.0,30,top16,16,100,100,4.509406759220783,4.394594710484409,-0.1148120487363746,0.9964500069618224,0.9946500062942504
ib_w96_om1_s0,1143,in_sample,-1,1.0,30,top24,24,100,100,4.257497976984003,4.124852561362413,-0.1326454156215897,0.9953500032424928,0.992799997329712
ib_w96_om1_s0,1143,in_sample,-1,2.0,60,endpoint,7,100,100,5.307010549756099,5.042265678054593,-0.2647448717015059,0.9989500045776368,0.9965999722480774
ib_w96_om1_s0,1143,in_sample,-1,2.0,60,top1,1,100,100,4.627891539965036,4.58012907203078,-0.0477624679342563,0.9988999962806702,0.9976999759674072
ib_w96_om1_s0,1143,in_sample,-1,2.0,60,top2,2,100,100,5.808202526459088,5.359129910212092,-0.4490726162469967,0.9998999834060668,0.9985499978065492
ib_w96_om1_s0,1143,in_sample,-1,2.0,60,top4,4,100,100,5.742962417180775,5.3942217048372445,-0.3487407123435302,0.9990500211715698,0.9976999759674072
ib_w96_om1_s0,1143,in_sample,-1,2.0,60,top8,8,100,100,5.245580595947444,4.962664385891725,-0.2829162100557187,0.9983000159263612,0.9962000250816344
ib_w96_om1_s0,1143,in_sample,-1,2.0,60,top16,16,100,100,4.260360408494272,4.011019692850617,-0.2493407156436546,0.996649980545044,0.9946500062942504
ib_w96_om1_s0,1143,in_sample,-1,2.0,60,top24,24,100,100,3.801409245880422,3.5313719030342896,-0.2700373428461322,0.9916499853134156,0.9879000186920166
ib_w96_om1_s0,1143,in_sample,-1,3.0,90,endpoint,7,100,100,5.356650887709685,5.071690816769149,-0.2849600709405369,0.9991499781608582,0.9969499707221984
ib_w96_om1_s0,1143,in_sample,-1,3.0,90,top1,1,100,100,4.650586881974949,4.566903957944294,-0.0836829240306551,0.9990000128746032,0.9978500008583068
ib_w96_om1_s0,1143,in_sample,-1,3.0,90,top2,2,100,100,5.835747207521906,5.370676839474489,-0.4650703680474173,0.9998999834060668,0.9987000226974488
ib_w96_om1_s0,1143,in_sample,-1,3.0,90,top4,4,100,100,5.77659409917497,5.40963618714738,-0.3669579120275896,0.9990500211715698,0.9976999759674072
ib_w96_om1_s0,1143,in_sample,-1,3.0,90,top8,8,100,100,5.294964050412514,4.998023772669463,-0.2969402777430519,0.9983999729156494,0.9965000152587892
ib_w96_om1_s0,1143,in_sample,-1,3.0,90,top16,16,100,100,3.905815326793526,3.6709278879886815,-0.2348874388048445,0.9946500062942504,0.9918500185012816
ib_w96_om1_s0,1143,in_sample,-1,3.0,90,top24,24,100,100,3.0388232178930044,2.8517181839986434,-0.1871050338943609,0.9780499935150146,0.9700999855995178
ib_w96_om1_s0,1143,in_sample,-1,4.0,120,endpoint,7,100,100,5.323439750626826,5.054463334141359,-0.2689764164854669,0.9993500113487244,0.9968000054359436
ib_w96_om1_s0,1143,in_sample,-1,4.0,120,top1,1,100,100,4.638082051935476,4.573863295264547,-0.0642187566709289,0.9988999962806702,0.9979000091552734
ib_w96_om1_s0,1143,in_sample,-1,4.0,120,top2,2,100,100,5.803253109742388,5.372533106061968,-0.4307200036804204,0.9998999834060668,0.9986000061035156
ib_w96_om1_s0,1143,in_sample,-1,4.0,120,top4,4,100,100,5.722594105930691,5.399052583375386,-0.3235415225553044,0.9990500211715698,0.9977999925613404
ib_w96_om1_s0,1143,in_sample,-1,4.0,120,top8,8,100,100,5.269276515186902,4.977675963973615,-0.2916005512132864,0.9984999895095824,0.9965000152587892
ib_w96_om1_s0,1143,in_sample,-1,4.0,120,top16,16,100,100,3.994049342733752,3.738901085125124,-0.2551482576086274,0.996399998664856,0.9942499995231628
ib_w96_om1_s0,1143,in_sample,-1,4.0,120,top24,24,100,100,3.1040574037439965,2.9083569413330417,-0.1957004624109548,0.9858499765396118,0.9782999753952026
ib_w96_om1_s0,1143,crossfit,0,0.5,15,endpoint,7,50,50,5.465441871127141,5.504001728747783,0.0385598576206414,0.9997000098228456,0.9990000128746032
ib_w96_om1_s0,1143,crossfit,0,0.5,15,top1,1,50,50,4.0697525452613785,4.633104599368918,0.5633520541075399,0.9866999983787536,0.9969000220298768
ib_w96_om1_s0,1143,crossfit,0,0.5,15,top2,2,50,50,5.474313947502619,5.671642750472003,0.197328802969384,0.9997000098228456,0.9994999766349792
ib_w96_om1_s0,1143,crossfit,0,0.5,15,top4,4,50,50,5.748743965918731,5.917013695511149,0.168269729592418,0.9998000264167786,0.9997000098228456
