model_label,evaluation,temporal_ms,spatial_support,n_channels,dprime_raw,dprime_deep,ddprime,auc_raw,auc_deep,units_improved
ib_w96_om0_s0,crossfit,0.5,endpoint,8.8,4.051495043996343,4.047155592645882,-0.0043394513504611,0.9304724961519242,0.9221000015735626,2
ib_w96_om0_s0,crossfit,0.5,top1,1.0,4.288724128942798,4.381889558527263,0.0931654295844655,0.9828525006771088,0.9809050053358078,4
ib_w96_om0_s0,crossfit,0.5,top16,16.0,2.7687390458475702,2.71537099356558,-0.0533680522819903,0.8909599959850312,0.8804299980401993,1
ib_w96_om0_s0,crossfit,0.5,top2,2.0,4.51783802418974,4.548352379920725,0.0305143557309848,0.9679650008678437,0.9612699985504152,3
ib_w96_om0_s0,crossfit,0.5,top24,24.0,2.397277050218966,2.345385895433099,-0.0518911547858674,0.8642800003290176,0.8541249960660935,1
ib_w96_om0_s0,crossfit,0.5,top4,4.0,4.36691289149565,4.354781433488587,-0.0121314580070627,0.9608150094747544,0.955044999718666,2
ib_w96_om0_s0,crossfit,0.5,top8,8.0,3.843337185285852,3.80211644885684,-0.0412207364290122,0.941374996304512,0.9336999982595444,2
ib_w96_om0_s0,crossfit,1.0,endpoint,8.8,3.770145222373002,3.735142235063999,-0.0350029873090028,0.909999993443489,0.9012599974870682,2
ib_w96_om0_s0,crossfit,1.0,top1,1.0,4.348291067267664,4.415963790902815,0.0676727236351514,0.9842900037765504,0.982169997692108,4
ib_w96_om0_s0,crossfit,1.0,top16,16.0,2.179050090425487,2.115998356743724,-0.063051733681763,0.8542449980974197,0.8433550029993058,1
ib_w96_om0_s0,crossfit,1.0,top2,2.0,4.542624286974041,4.558938379365066,0.0163140923910255,0.9670550048351289,0.9599999964237214,3
ib_w96_om0_s0,crossfit,1.0,top24,24.0,1.75649139763263,1.6966913758434832,-0.0598000217891467,0.8219149947166443,0.8104400008916854,1
ib_w96_om0_s0,crossfit,1.0,top4,4.0,4.212945742364385,4.1673269608965855,-0.0456187814677985,0.956875005364418,0.951155000925064,2
ib_w96_om0_s0,crossfit,1.0,top8,8.0,3.470651578295172,3.3904552589129,-0.0801963193822723,0.9251599997282028,0.9165950059890748,2
