model_label,unit_id,evaluation,fold,temporal_ms,temporal_samples,spatial_support,n_channels,n_train_hits,n_test_hits,dprime_raw,dprime_deep,ddprime,auc_raw,auc_deep
ib_origdi_s0,2143,in_sample,-1,2.0,60,top16,16,100,100,9.698855745896282,10.078769432773086,0.3799136868768045,1.0,1.0
ib_origdi_s0,2143,in_sample,-1,2.0,60,top24,24,100,100,6.161230066719633,6.224630848506347,0.0634007817867141,0.9999499917030334,0.9999499917030334
ib_origdi_s0,2143,in_sample,-1,3.0,90,endpoint,3,100,100,12.511967588571148,13.530812877031446,1.018845288460298,1.0,1.0
ib_origdi_s0,2143,in_sample,-1,3.0,90,top1,1,100,100,10.945282394681584,12.377792664416427,1.4325102697348449,1.0,1.0
ib_origdi_s0,2143,in_sample,-1,3.0,90,top2,2,100,100,12.794843580058942,13.784345508139976,0.9895019280810348,1.0,1.0
ib_origdi_s0,2143,in_sample,-1,3.0,90,top4,4,100,100,12.160340231305195,13.142914575326232,0.9825743440210352,1.0,1.0
ib_origdi_s0,2143,in_sample,-1,3.0,90,top8,8,100,100,11.391108236950204,12.081726546576856,0.690618309626652,1.0,1.0
ib_origdi_s0,2143,in_sample,-1,3.0,90,top16,16,100,100,9.688232913320018,9.946428800139143,0.2581958868191254,1.0,1.0
ib_origdi_s0,2143,in_sample,-1,3.0,90,top24,24,100,100,6.301636200126207,6.284439203769987,-0.0171969963562199,1.0,1.0
ib_origdi_s0,2143,in_sample,-1,4.0,120,endpoint,3,100,100,12.53050980636828,13.569320525794016,1.0388107194257366,1.0,1.0
ib_origdi_s0,2143,in_sample,-1,4.0,120,top1,1,100,100,10.961250154745962,12.418481672083889,1.457231517337927,1.0,1.0
ib_origdi_s0,2143,in_sample,-1,4.0,120,top2,2,100,100,12.817178273647537,13.822549652406966,1.0053713787594294,1.0,1.0
ib_origdi_s0,2143,in_sample,-1,4.0,120,top4,4,100,100,12.177635942726322,13.175438380534963,0.997802437808641,1.0,1.0
ib_origdi_s0,2143,in_sample,-1,4.0,120,top8,8,100,100,11.433229478509988,12.112752231882205,0.6795227533722148,1.0,1.0
ib_origdi_s0,2143,in_sample,-1,4.0,120,top16,16,100,100,9.645823025253,9.925395299337255,0.2795722740842556,1.0,1.0
ib_origdi_s0,2143,in_sample,-1,4.0,120,top24,24,100,100,6.076864768388709,6.0795910751094455,0.0027263067207368,1.0,1.0
ib_origdi_s0,2143,crossfit,0,0.5,15,endpoint,3,50,50,13.14806706521657,14.7034143070977,1.5553472418811314,1.0,1.0
ib_origdi_s0,2143,crossfit,0,0.5,15,top1,1,50,50,9.769692011539794,12.358054703581956,2.5883626920421605,1.0,1.0
ib_origdi_s0,2143,crossfit,0,0.5,15,top2,2,50,50,13.56789691584416,15.002932346149407,1.4350354303052502,1.0,1.0
ib_origdi_s0,2143,crossfit,0,0.5,15,top4,4,50,50,12.939878336262716,14.48008587420982,1.5402075379471023,1.0,1.0
ib_origdi_s0,2143,crossfit,0,0.5,15,top8,8,50,50,12.425362817983483,13.595028316906332,1.16966549892285,1.0,1.0
ib_origdi_s0,2143,crossfit,0,0.5,15,top16,16,50,50,10.801122993441444,11.540204223781734,0.7390812303402896,1.0,1.0
ib_origdi_s0,2143,crossfit,0,0.5,15,top24,24,50,50,9.350511148702624,9.689246838298128,0.3387356895955058,1.0,1.0
ib_origdi_s0,2143,crossfit,0,1.0,30,endpoint,3,50,50,12.554912797660524,14.10394425498491,1.5490314573243855,1.0,1.0
ib_origdi_s0,2143,crossfit,0,1.0,30,top1,1,50,50,9.551800441530578,11.84147798980826,2.289677548277682,1.0,1.0
ib_origdi_s0,2143,crossfit,0,1.0,30,top2,2,50,50,13.07654638456359,14.488648914394735,1.4121025298311451,1.0,1.0
ib_origdi_s0,2143,crossfit,0,1.0,30,top4,4,50,50,12.38101619901946,13.919201158963489,1.5381849599440276,1.0,1.0
ib_origdi_s0,2143,crossfit,0,1.0,30,top8,8,50,50,11.850225091883168,13.158814912814114,1.308589820930946,1.0,1.0
ib_origdi_s0,2143,crossfit,0,1.0,30,top16,16,50,50,7.66683543571433,8.005047101135126,0.338211665420796,1.0,1.0
ib_origdi_s0,2143,crossfit,0,1.0,30,top24,24,50,50,5.592311940866056,5.650852490912466,0.05854055004641,1.0,0.9998999834060668
ib_origdi_s0,2143,crossfit,0,2.0,60,endpoint,3,50,50,12.715503045004109,13.974958768036398,1.2594557230322891,1.0,1.0
ib_origdi_s0,2143,crossfit,0,2.0,60,top1,1,50,50,9.71741464194987,11.745025948504471,2.0276113065546024,1.0,1.0
ib_origdi_s0,2143,crossfit,0,2.0,60,top2,2,50,50,13.224101719863633,14.337852991844468,1.113751271980837,1.0,1.0
ib_origdi_s0,2143,crossfit,0,2.0,60,top4,4,50,50,12.480581350824712,13.76263352564685,1.2820521748221374,1.0,1.0
ib_origdi_s0,2143,crossfit,0,2.0,60,top8,8,50,50,11.904373177273715,13.031753266667891,1.127380089394178,1.0,1.0
ib_origdi_s0,2143,crossfit,0,2.0,60,top16,16,50,50,7.347144660883958,7.523362894599401,0.1762182337154429,1.0,1.0
ib_origdi_s0,2143,crossfit,0,2.0,60,top24,24,50,50,5.315765602086494,5.252713686212707,-0.0630519158737872,1.0,1.0
ib_origdi_s0,2143,crossfit,0,3.0,90,endpoint,3,50,50,12.729487997859836,13.99320214824874,1.263714150388905,1.0,1.0
ib_origdi_s0,2143,crossfit,0,3.0,90,top1,1,50,50,9.701834016517656,11.755699690411976,2.05386567389432,1.0,1.0
ib_origdi_s0,2143,crossfit,0,3.0,90,top2,2,50,50,13.234221505017304,14.355334480998398,1.1211129759810934,1.0,1.0
ib_origdi_s0,2143,crossfit,0,3.0,90,top4,4,50,50,12.49705817984008,13.774533020397612,1.277474840557531,1.0,1.0
ib_origdi_s0,2143,crossfit,0,3.0,90,top8,8,50,50,11.866261950946804,13.030869884973004,1.1646079340262006,1.0,1.0
ib_origdi_s0,2143,crossfit,0,3.0,90,top16,16,50,50,5.7739643260645055,5.888612511007088,0.1146481849425828,1.0,1.0
ib_origdi_s0,2143,crossfit,0,3.0,90,top24,24,50,50,3.967421561773636,3.918211582532973,-0.049209979240663,0.9988999962806702,0.9983000159263612
ib_origdi_s0,2143,crossfit,0,4.0,120,endpoint,3,50,50,12.763414216730936,14.048382088280604,1.284967871549668,1.0,1.0
ib_origdi_s0,2143,crossfit,0,4.0,120,top1,1,50,50,9.7582371815942,11.798542463236888,2.040305281642688,1.0,1.0
ib_origdi_s0,2143,crossfit,0,4.0,120,top2,2,50,50,13.295687708875192,14.406913194752205,1.1112254858770123,1.0,1.0
ib_origdi_s0,2143,crossfit,0,4.0,120,top4,4,50,50,12.530268889526026,13.827974165109604,1.2977052755835796,1.0,1.0
ib_origdi_s0,2143,crossfit,0,4.0,120,top8,8,50,50,11.879283127382193,13.06168369008042,1.1824005626982288,1.0,1.0
ib_origdi_s0,2143,crossfit,0,4.0,120,top16,16,50,50,5.583387253346498,5.671557170183626,0.0881699168371286,1.0,1.0
ib_origdi_s0,2143,crossfit,0,4.0,120,top24,24,50,50,3.505374856624385,3.478257664896674,-0.0271171917277111,0.9944000244140624,0.9937999844551086
ib_origdi_s0,2143,crossfit,1,0.5,15,endpoint,3,50,50,12.194526771820987,13.293129103045557,1.0986023312245674,1.0,1.0
ib_origdi_s0,2143,crossfit,1,0.5,15,top1,1,50,50,10.288746245962356,11.614131768917606,1.3253855229552496,1.0,1.0
ib_origdi_s0,2143,crossfit,1,0.5,15,top2,2,50,50,12.290475186819636,13.524199085438282,1.2337238986186456,1.0,1.0
ib_origdi_s0,2143,crossfit,1,0.5,15,top4,4,50,50,11.730419203193934,12.80759241739927,1.0771732142053363,1.0,1.0
ib_origdi_s0,2143,crossfit,1,0.5,15,top8,8,50,50,11.008048307062118,11.717184442425944,0.7091361353638259,1.0,1.0
ib_origdi_s0,2143,crossfit,1,0.5,15,top16,16,50,50,9.76170494446496,10.205619217645694,0.4439142731807326,1.0,1.0
ib_origdi_s0,2143,crossfit,1,0.5,15,top24,24,50,50,8.523578639253788,8.836598584197692,0.3130199449439033,1.0,1.0
ib_origdi_s0,2143,crossfit,1,1.0,30,endpoint,3,50,50,12.12320370302793,13.043870195970785,0.9206664929428534,1.0,1.0
ib_origdi_s0,2143,crossfit,1,1.0,30,top1,1,50,50,10.37268096116697,11.75162531736172,1.378944356194749,1.0,1.0
ib_origdi_s0,2143,crossfit,1,1.0,30,top2,2,50,50,12.223370596634023,13.245445626680928,1.0220750300469028,1.0,1.0
ib_origdi_s0,2143,crossfit,1,1.0,30,top4,4,50,50,11.658549259529352,12.522926933570492,0.8643776740411386,1.0,1.0
ib_origdi_s0,2143,crossfit,1,1.0,30,top8,8,50,50,10.818299221104796,11.346330968567376,0.5280317474625811,1.0,1.0
ib_origdi_s0,2143,crossfit,1,1.0,30,top16,16,50,50,7.839804785226534,8.072461762970221,0.2326569777436873,1.0,1.0
ib_origdi_s0,2143,crossfit,1,1.0,30,top24,24,50,50,6.497952046977662,6.680951818508327,0.1829997715306648,1.0,1.0
ib_origdi_s0,2143,crossfit,1,2.0,60,endpoint,3,50,50,12.264501913215758,13.06817214131538,0.8036702280996213,1.0,1.0
ib_origdi_s0,2143,crossfit,1,2.0,60,top1,1,50,50,10.536979975549992,11.82534667583036,1.2883667002803687,1.0,1.0
ib_origdi_s0,2143,crossfit,1,2.0,60,top2,2,50,50,12.356023133828849,13.229471696801996,0.8734485629731488,1.0,1.0
ib_origdi_s0,2143,crossfit,1,2.0,60,top4,4,50,50,11.801311703934353,12.550703831469962,0.749392127535609,1.0,1.0
ib_origdi_s0,2143,crossfit,1,2.0,60,top8,8,50,50,10.918822697464035,11.377661392979109,0.4588386955150696,1.0,1.0
ib_origdi_s0,2143,crossfit,1,2.0,60,top16,16,50,50,7.084322137334279,7.275927839361904,0.1916057020276245,1.0,1.0
ib_origdi_s0,2143,crossfit,1,2.0,60,top24,24,50,50,5.593923152578854,5.809434406857539,0.2155112542786854,1.0,1.0
ib_origdi_s0,2143,crossfit,1,3.0,90,endpoint,3,50,50,12.274311132341648,13.137573452995396,0.8632623206537478,1.0,1.0
ib_origdi_s0,2143,crossfit,1,3.0,90,top1,1,50,50,10.546046145204818,11.850473993562874,1.3044278483580565,1.0,1.0
ib_origdi_s0,2143,crossfit,1,3.0,90,top2,2,50,50,12.366444242987914,13.292136577889092,0.9256923349011784,1.0,1.0
ib_origdi_s0,2143,crossfit,1,3.0,90,top4,4,50,50,11.799170738438152,12.605600608702703,0.8064298702645516,1.0,1.0
ib_origdi_s0,2143,crossfit,1,3.0,90,top8,8,50,50,10.933124594265047,11.446694145627262,0.5135695513622149,1.0,1.0
ib_origdi_s0,2143,crossfit,1,3.0,90,top16,16,50,50,7.541733326075077,7.670573365497472,0.1288400394223954,1.0,1.0
ib_origdi_s0,2143,crossfit,1,3.0,90,top24,24,50,50,5.947834578477487,6.1561987097663655,0.2083641312888788,1.0,1.0
ib_origdi_s0,2143,crossfit,1,4.0,120,endpoint,3,50,50,12.297232020741347,13.168595613890622,0.8713635931492743,1.0,1.0
ib_origdi_s0,2143,crossfit,1,4.0,120,top1,1,50,50,10.569302651254969,11.899291937498411,1.329989286243446,1.0,1.0
ib_origdi_s0,2143,crossfit,1,4.0,120,top2,2,50,50,12.382791628137731,13.327062986653424,0.9442713585156924,1.0,1.0
ib_origdi_s0,2143,crossfit,1,4.0,120,top4,4,50,50,11.826458773615853,12.633896402751745,0.807437629135892,1.0,1.0
ib_origdi_s0,2143,crossfit,1,4.0,120,top8,8,50,50,10.98607028881128,11.48054379991328,0.4944735111020009,1.0,1.0
ib_origdi_s0,2143,crossfit,1,4.0,120,top16,16,50,50,6.941601708288415,7.110970785089149,0.1693690768007343,1.0,1.0
ib_origdi_s0,2143,crossfit,1,4.0,120,top24,24,50,50,5.113656173107353,5.3247717745274885,0.2111156014201354,0.9998999834060668,0.9998999834060668
ib_origdi_s0,94,in_sample,-1,0.5,15,endpoint,12,100,100,2.422512330351859,1.866060102129655,-0.556452228222204,0.955049991607666,0.911400020122528
ib_origdi_s0,94,in_sample,-1,0.5,15,top1,1,100,100,2.481192303886184,1.9278985186369368,-0.5532937852492472,0.955049991607666,0.91525000333786
ib_origdi_s0,94,in_sample,-1,0.5,15,top2,2,100,100,2.7893552286732195,2.1261984321392284,-0.6631567965339911,0.970300018787384,0.9315999746322632
ib_origdi_s0,94,in_sample,-1,0.5,15,top4,4,100,100,2.766056787337067,2.114766579081496,-0.6512902082555709,0.9693999886512756,0.9325000047683716
ib_origdi_s0,94,in_sample,-1,0.5,15,top8,8,100,100,2.4923622946706683,1.9284864068876988,-0.5638758877829695,0.9577500224113464,0.916599988937378
ib_origdi_s0,94,in_sample,-1,0.5,15,top16,16,100,100,2.2447693300214646,1.6747966071838365,-0.5699727228376281,0.9474499821662904,0.8942999839782715
ib_origdi_s0,94,in_sample,-1,0.5,15,top24,24,100,100,1.8114163539149932,1.329430958896192,-0.4819853950188015,0.9118499755859376,0.8446000218391418
ib_origdi_s0,94,in_sample,-1,1.0,30,endpoint,12,100,100,2.4392118600690007,1.8473572390812372,-0.5918546209877633,0.9570000171661376,0.9081000089645386
ib_origdi_s0,94,in_sample,-1,1.0,30,top1,1,100,100,2.490824552719028,1.8973315855598287,-0.5934929671591991,0.95455002784729,0.9128999710083008
ib_origdi_s0,94,in_sample,-1,1.0,30,top2,2,100,100,2.7863404921358272,2.0972672543859296,-0.6890732377498976,0.9689499735832214,0.9282000064849854
ib_origdi_s0,94,in_sample,-1,1.0,30,top4,4,100,100,2.777592682771075,2.087843687428012,-0.6897489953430633,0.9688000082969666,0.9297500252723694
ib_origdi_s0,94,in_sample,-1,1.0,30,top8,8,100,100,2.5020884356897737,1.8970031925202968,-0.6050852431694769,0.958899974822998,0.9133999943733216
ib_origdi_s0,94,in_sample,-1,1.0,30,top16,16,100,100,2.244112047196332,1.6831324810839934,-0.5609795661123387,0.9495999813079834,0.8953499794006348
ib_origdi_s0,94,in_sample,-1,1.0,30,top24,24,100,100,1.7801180731693316,1.3448895000804288,-0.4352285730889027,0.9132500290870668,0.8483999967575073
ib_origdi_s0,94,in_sample,-1,2.0,60,endpoint,12,100,100,2.3875918941244563,1.778667785513014,-0.6089241086114423,0.9650499820709229,0.9103500247001648
ib_origdi_s0,94,in_sample,-1,2.0,60,top1,1,100,100,2.448878788457918,1.7730517809943016,-0.6758270074636166,0.9541000127792358,0.901449978351593
ib_origdi_s0,94,in_sample,-1,2.0,60,top2,2,100,100,2.749187077553879,1.988155160582066,-0.7610319169718129,0.9682999849319458,0.9223999977111816
ib_origdi_s0,94,in_sample,-1,2.0,60,top4,4,100,100,2.7695880078151114,1.990953878137214,-0.7786341296778974,0.9701499938964844,0.9236999750137328
ib_origdi_s0,94,in_sample,-1,2.0,60,top8,8,100,100,2.517817806304419,1.8314878693010217,-0.6863299370033975,0.961549997329712,0.9093499779701232
ib_origdi_s0,94,in_sample,-1,2.0,60,top16,16,100,100,2.103968739145293,1.5740541186116916,-0.5299146205336018,0.9464499950408936,0.8884999752044678
ib_origdi_s0,94,in_sample,-1,2.0,60,top24,24,100,100,1.686094533727978,1.2980456621725278,-0.3880488715554502,0.9005500078201294,0.8378000259399414
ib_origdi_s0,94,in_sample,-1,3.0,90,endpoint,12,100,100,2.122102997621865,1.5741887293171963,-0.5479142683046692,0.9520999789237976,0.8908500075340271
ib_origdi_s0,94,in_sample,-1,3.0,90,top1,1,100,100,2.474052009978738,1.7428963576463834,-0.7311556523323548,0.9556000232696532,0.8974999785423279
ib_origdi_s0,94,in_sample,-1,3.0,90,top2,2,100,100,2.771297183807842,1.9558674128782476,-0.8154297709295946,0.9689000248908995,0.918150007724762
ib_origdi_s0,94,in_sample,-1,3.0,90,top4,4,100,100,2.7860637869733007,1.9623895789936008,-0.8236742079796995,0.9718000292778016,0.9204999804496764
ib_origdi_s0,94,in_sample,-1,3.0,90,top8,8,100,100,2.5475083094205564,1.816801760152053,-0.7307065492685034,0.9634000062942504,0.9067999720573424
ib_origdi_s0,94,in_sample,-1,3.0,90,top16,16,100,100,1.893408447049244,1.438241379421089,-0.4551670676281545,0.9290500283241272,0.8762999773025513
ib_origdi_s0,94,in_sample,-1,3.0,90,top24,24,100,100,1.575375415330608,1.2432455524892327,-0.3321298628413751,0.8908500075340271,0.8361999988555908
ib_origdi_s0,94,in_sample,-1,4.0,120,endpoint,12,100,100,2.1674297179864173,1.6052691729734057,-0.5621605450130116,0.9552500247955322,0.8978000283241272
ib_origdi_s0,94,in_sample,-1,4.0,120,top1,1,100,100,2.491207433425253,1.715707556413418,-0.7754998770118353,0.9564499855041504,0.8925999999046326
ib_origdi_s0,94,in_sample,-1,4.0,120,top2,2,100,100,2.7822339852813,1.933966671691215,-0.8482673135900849,0.9692500233650208,0.9154499769210817
ib_origdi_s0,94,in_sample,-1,4.0,120,top4,4,100,100,2.8094950482673093,1.9488046339528189,-0.8606904143144904,0.9728999733924866,0.9204000234603882
ib_origdi_s0,94,in_sample,-1,4.0,120,top8,8,100,100,2.59299382691098,1.8186413450761845,-0.7743524818347955,0.9665499925613404,0.9063500165939332
ib_origdi_s0,94,in_sample,-1,4.0,120,top16,16,100,100,1.9087960379870244,1.463538768746088,-0.4452572692409362,0.9316499829292296,0.8780500292778015
ib_origdi_s0,94,in_sample,-1,4.0,120,top24,24,100,100,1.6007234755342197,1.2833213033779989,-0.3174021721562206,0.8942499756813049,0.8432499766349792
ib_origdi_s0,94,crossfit,0,0.5,15,endpoint,17,50,50,1.5205078870318542,1.0368813181400451,-0.4836265688918091,0.8737999796867371,0.8030999898910522
ib_origdi_s0,94,crossfit,0,0.5,15,top1,1,50,50,2.475756001348718,1.887282215040616,-0.5884737863081024,0.9572499990463256,0.9190000295639038
ib_origdi_s0,94,crossfit,0,0.5,15,top2,2,50,50,2.807713288052287,2.119789553261936,-0.6879237347903508,0.971400022506714,0.9361000061035156
ib_origdi_s0,94,crossfit,0,0.5,15,top4,4,50,50,2.846405531989443,2.117672153047383,-0.72873337894206,0.9757000207901,0.9395999908447266
ib_origdi_s0,94,crossfit,0,0.5,15,top8,8,50,50,1.6708757659414504,1.1078446847156391,-0.563031081225811,0.892300009727478,0.8216000199317932
ib_origdi_s0,94,crossfit,0,0.5,15,top16,16,50,50,1.5729754557179645,1.078913326112286,-0.4940621296056782,0.876800000667572,0.8116000294685364
ib_origdi_s0,94,crossfit,0,0.5,15,top24,24,50,50,1.2880757467226522,0.8943792302585056,-0.3936965164641466,0.8363000154495239,0.7605999708175659
ib_origdi_s0,94,crossfit,0,1.0,30,endpoint,17,50,50,1.258260105266304,0.8531359419271859,-0.4051241633391181,0.8335999846458435,0.7639999985694885
ib_origdi_s0,94,crossfit,0,1.0,30,top1,1,50,50,2.4371342668392044,1.810734717758304,-0.6263995490809002,0.9544000029563904,0.9121000170707704
ib_origdi_s0,94,crossfit,0,1.0,30,top2,2,50,50,2.78607393483732,2.073243292893822,-0.7128306419434982,0.9700000286102296,0.932699978351593
ib_origdi_s0,94,crossfit,0,1.0,30,top4,4,50,50,2.829499402356902,2.0754728592338045,-0.7540265431230972,0.9740999937057496,0.9361000061035156
ib_origdi_s0,94,crossfit,0,1.0,30,top8,8,50,50,1.3737722301544075,0.9147701356699878,-0.4590020944844197,0.8579000234603882,0.7947999835014343
ib_origdi_s0,94,crossfit,0,1.0,30,top16,16,50,50,1.2959622762430665,0.8779794821084792,-0.417982794134587,0.836899995803833,0.7699999809265137
ib_origdi_s0,94,crossfit,0,1.0,30,top24,24,50,50,1.1133467584840822,0.7797659447733409,-0.3335808137107412,0.8029999732971191,0.7433000206947327
ib_origdi_s0,94,crossfit,0,2.0,60,endpoint,17,50,50,0.790078681560637,0.5323027614799171,-0.2577759200807199,0.7282999753952026,0.652999997138977
ib_origdi_s0,94,crossfit,0,2.0,60,top1,1,50,50,2.224097889963056,1.5649798902290823,-0.6591179997339733,0.9416999816894532,0.8809999823570251
ib_origdi_s0,94,crossfit,0,2.0,60,top2,2,50,50,2.583013023072153,1.8365146140470288,-0.7464984090251237,0.9603999853134156,0.9118000268936156
ib_origdi_s0,94,crossfit,0,2.0,60,top4,4,50,50,2.6172547412856604,1.83133046764324,-0.7859242736424203,0.9661999940872192,0.914900004863739
ib_origdi_s0,94,crossfit,0,2.0,60,top8,8,50,50,0.8346065363804616,0.5445502101567151,-0.2900563262237464,0.7411999702453613,0.666100025177002
ib_origdi_s0,94,crossfit,0,2.0,60,top16,16,50,50,0.8120654227533981,0.5467313815810821,-0.2653340411723159,0.733299970626831,0.6597999930381775
ib_origdi_s0,94,crossfit,0,2.0,60,top24,24,50,50,0.6968153510751498,0.4942646669332873,-0.2025506841418625,0.7105000019073486,0.6488999724388123
ib_origdi_s0,94,crossfit,0,3.0,90,endpoint,17,50,50,0.6766142053369621,0.4370749160491081,-0.239539289287854,0.6955000162124634,0.6280999779701233
ib_origdi_s0,94,crossfit,0,3.0,90,top1,1,50,50,2.1811412083357675,1.4677254639986643,-0.713415744337103,0.9397000074386596,0.8632000088691711
ib_origdi_s0,94,crossfit,0,3.0,90,top2,2,50,50,2.543505823995926,1.7516337244015037,-0.7918720995944222,0.9573000073432922,0.901300013065338
ib_origdi_s0,94,crossfit,0,3.0,90,top4,4,50,50,2.568014328603034,1.7550138481649122,-0.8130004804381217,0.9632999897003174,0.9064000248908995
ib_origdi_s0,94,crossfit,0,3.0,90,top8,8,50,50,0.698500750154594,0.4216047437420571,-0.2768960064125369,0.7049000263214111,0.6330000162124634
ib_origdi_s0,94,crossfit,0,3.0,90,top16,16,50,50,0.7120170779383892,0.4585861368623422,-0.2534309410760469,0.7021999955177307,0.6352999806404114
ib_origdi_s0,94,crossfit,0,3.0,90,top24,24,50,50,0.5777355548996147,0.4040951502249401,-0.1736404046746745,0.6729999780654907,0.6273000240325928
ib_origdi_s0,94,crossfit,0,4.0,120,endpoint,17,50,50,0.6893046786507935,0.4509249595227214,-0.238379719128072,0.6873999834060669,0.6164000034332275
ib_origdi_s0,94,crossfit,0,4.0,120,top1,1,50,50,2.144262849855252,1.371510045297654,-0.772752804557598,0.9375,0.843500018119812
ib_origdi_s0,94,crossfit,0,4.0,120,top2,2,50,50,2.5203614453312437,1.6865129696723304,-0.8338484756589128,0.9574999809265136,0.8945000171661377
ib_origdi_s0,94,crossfit,0,4.0,120,top4,4,50,50,2.560015794628164,1.701429604819055,-0.8585861898091087,0.9639999866485596,0.9053000211715698
ib_origdi_s0,94,crossfit,0,4.0,120,top8,8,50,50,0.7348577707604428,0.4606554952021235,-0.2742022755583192,0.7063999772071838,0.6348000168800354
ib_origdi_s0,94,crossfit,0,4.0,120,top16,16,50,50,0.7325343741777652,0.4791314932214237,-0.2534028809563415,0.7013999819755554,0.6269999742507935
ib_origdi_s0,94,crossfit,0,4.0,120,top24,24,50,50,0.5775952208021885,0.4070705649484093,-0.1705246558537791,0.6661999821662903,0.618399977684021
ib_origdi_s0,94,crossfit,1,0.5,15,endpoint,22,50,50,1.6043090649158915,1.1456335561423672,-0.4586755087735243,0.8701000213623047,0.8044999837875366
ib_origdi_s0,94,crossfit,1,0.5,15,top1,1,50,50,2.480239846781974,1.9853436808021765,-0.4948961659797977,0.9521999955177308,0.911899983882904
ib_origdi_s0,94,crossfit,1,0.5,15,top2,2,50,50,2.762706348553121,2.1439144372646823,-0.6187919112884388,0.9674999713897704,0.9264000058174132
ib_origdi_s0,94,crossfit,1,0.5,15,top4,4,50,50,2.68174474598011,2.120143903114129,-0.5616008428659809,0.9635000228881836,0.9241999983787536
ib_origdi_s0,94,crossfit,1,0.5,15,top8,8,50,50,2.410189494909704,1.8676329335334527,-0.5425565613762506,0.9488000273704528,0.9006999731063843
ib_origdi_s0,94,crossfit,1,0.5,15,top16,16,50,50,1.7992655103845658,1.2752055976671846,-0.5240599127173813,0.8901000022888184,0.817799985408783
ib_origdi_s0,94,crossfit,1,0.5,15,top24,24,50,50,1.5792114399394952,1.1413318363138656,-0.4378796036256296,0.8687000274658203,0.810699999332428
ib_origdi_s0,94,crossfit,1,1.0,30,endpoint,22,50,50,1.5013174000280731,1.0715352368785205,-0.4297821631495531,0.8697999715805054,0.7894999980926514
ib_origdi_s0,94,crossfit,1,1.0,30,top1,1,50,50,2.496699518610749,1.975157685330498,-0.5215418332802515,0.9531000256538392,0.9101999998092652
ib_origdi_s0,94,crossfit,1,1.0,30,top2,2,50,50,2.759269873679503,2.110531605934779,-0.648738267744724,0.9677000045776368,0.9233999848365784
ib_origdi_s0,94,crossfit,1,1.0,30,top4,4,50,50,2.690846092803956,2.082338618823506,-0.6085074739804499,0.9621000289916992,0.9190000295639038
ib_origdi_s0,94,crossfit,1,1.0,30,top8,8,50,50,2.244875512027409,1.6898874146778986,-0.5549880973495103,0.9355000257492064,0.8773000240325928
ib_origdi_s0,94,crossfit,1,1.0,30,top16,16,50,50,1.6199517192742063,1.1522244378406234,-0.4677272814335829,0.8754000067710876,0.7986999750137329
