unit_id,ib_arch_l2_s0,ib_arch_om0_s0,ib_arch_s0,ib_base64_l2_s0,ib_base64_om0_s0,ib_base64_s0,ib_base64_s1,ib_base64_s2,ib_champ_l2_s0,ib_champ_l2_s1,ib_champ_l2_s2,ib_champion_s0,ib_champion_s1,ib_champion_s2,ib_champion_s3,ib_champion_s4,ib_fuse256_l2_s0,ib_fuse256_s0,ib_fuse512_s0,ib_ho_s0,ib_no_norm_s0,ib_om0_scale,ib_om1_scale,ib_omission0_l2_s0,ib_omission0_l2_s1,ib_omission0_l2_s2,ib_omission0_s0,ib_omission0_s1,ib_omission0_s2,ib_omission0_s3,ib_omission0_s4,ib_support_all_l2_s0,ib_support_all_s0,ib_support_sd_s0,ib_tmult8_s0
2143,1.0115458965301514,0.9884976744651794,1.015636682510376,1.0095809698104858,0.9908164143562316,1.0059897899627686,1.0147883892059326,1.010830640792847,0.9989432692527772,1.0031918287277222,0.9996485710144044,1.0145132541656494,1.0047765970230105,1.0161287784576416,1.004008173942566,0.9843555092811584,1.0026099681854248,0.9959359765052797,1.0062686204910278,0.9931823015213012,0.9953049421310424,0.9836081862449646,1.0092803239822388,0.9837894439697266,0.987008810043335,0.98892343044281,0.9863921999931335,0.9879926443099976,0.993744969367981,0.9939202666282654,0.989602267742157,0.9908403158187866,1.006800889968872,0.9991587996482848,0.994831681251526
793,1.0219874382019043,0.9714263677597046,1.0148619413375854,1.011927604675293,0.9616650342941284,1.007109522819519,1.0135642290115356,1.015026330947876,0.9927444458007812,1.0073790550231934,1.014125943183899,1.005705714225769,0.9976096749305724,0.9986813068389891,1.0114330053329468,1.001007914543152,1.005812644958496,0.9809712767601012,0.9964226484298706,1.0070778131484983,0.9816774725914,0.9486920833587646,1.0227445363998413,0.9510270953178406,0.969814121723175,0.9490342736244202,0.9469660520553588,0.9706794619560242,0.960707187652588,0.9699102640151978,0.963244616985321,0.9950352907180786,0.99171245098114,1.0119491815567017,1.00089693069458
1143,0.9220097064971924,0.9632227420806884,0.9152554273605348,0.9175679087638856,0.9592974781990052,0.9210762977600098,0.9201401472091676,0.920732080936432,0.9225094318389891,0.9204599261283876,0.927527904510498,0.9205885529518129,0.9099238514900208,0.9195535778999328,0.9240499138832092,0.918109893798828,0.9115323424339294,0.906745970249176,0.9092397093772888,0.9118815660476683,0.9151697754859924,0.9770101308822632,0.9228073954582214,0.9543749690055848,0.9615119099617004,0.956165373325348,0.9521869421005248,0.9581461548805236,0.9560035467147828,0.9595259428024292,0.9604611396789552,0.9209293127059937,0.9149081110954284,0.9091004133224488,0.9100740551948548
1300,0.8710362315177917,0.9511056542396544,0.8720292448997498,0.8738630414009094,0.9465651512145996,0.879198431968689,0.8847858905792236,0.8772160410881042,0.8726483583450317,0.8774008750915527,0.8674575090408325,0.8698338270187378,0.8708398938179016,0.8682125806808472,0.8788016438484192,0.8744747042655945,0.8656581044197083,0.8650498390197754,0.867927074432373,0.8650984168052673,0.8679152727127075,0.9479199647903442,0.8684141039848328,0.948275625705719,0.9523579478263856,0.9502402544021606,0.9459772109985352,0.9554628133773804,0.9476038813591005,0.9575935006141664,0.95433109998703,0.8696371912956238,0.867103636264801,0.8587937951087952,0.86419677734375
1122,0.8794118762016296,0.9340099096298218,0.8830044865608215,0.8743931651115417,0.9287014603614808,0.8805311918258667,0.8745355010032654,0.8844670057296753,0.8575616478919983,0.8444562554359436,0.8621380925178528,0.8481113314628601,0.8540977239608765,0.8436989188194275,0.8620988726615906,0.8503507375717163,0.8581437468528748,0.845268964767456,0.8461822271347046,0.8410810828208923,0.8521713018417358,0.9292146563529968,0.8241396546363831,0.9201917052268982,0.9298791885375975,0.9235777854919434,0.921972930431366,0.9257658123970032,0.9220179915428162,0.9265186786651612,0.924782395362854,0.8525987267494202,0.8582438230514526,0.8472323417663574,0.8503815531730652
337,0.9113333821296692,0.9480642080307008,0.9246649742126464,0.9410746097564696,0.952928900718689,0.950636088848114,0.931221067905426,0.9293246865272522,0.9212872982025146,0.9094269871711732,0.9196141362190248,0.9204826951026917,0.901427149772644,0.9152060747146606,0.9205923676490784,0.9156940579414368,0.9148628115653992,0.916568636894226,0.92629873752594,0.9154974818229676,0.9156659245491028,0.9589150547981262,0.8956979513168335,0.9406217932701112,0.9527407884597778,0.9484284520149232,0.9454048275947572,0.9504864811897278,0.943535089492798,0.9541463255882264,0.945751965045929,0.9198812246322632,0.926611065864563,0.9200072884559632,0.9154574275016784
720,0.7982736825942993,0.8931068778038025,0.7860625982284546,0.7919363379478455,0.896672785282135,0.7888478636741638,0.8090695738792419,0.8149505853652954,0.7718392014503479,0.7839824557304382,0.786584198474884,0.7698426842689514,0.7759458422660828,0.7642675638198853,0.7831363677978516,0.7817890644073486,0.7649521827697754,0.7698357701301575,0.7604982256889343,0.7756143808364868,0.7715684175491333,0.8947960138320923,0.7832217216491699,0.8968482613563538,0.8978279232978821,0.8973343968391418,0.890599250793457,0.8931242823600769,0.8914290070533752,0.8869502544403076,0.8947513699531555,0.7864348292350769,0.7797830104827881,0.762780487537384,0.7685562372207642
94,0.8176453709602356,0.9726580381393432,0.8123434782028198,0.8134227395057678,0.9640673995018004,0.8191433548927307,0.8107395768165588,0.822682797908783,0.810342013835907,0.7989829778671265,0.8096577525138855,0.8094775676727295,0.8059337139129639,0.7985955476760864,0.8136224150657654,0.8087136149406433,0.7995784878730774,0.8086557388305664,0.8086217641830444,0.7969396710395813,0.818824827671051,0.96933913230896,0.8571476340293884,0.9697747230529784,0.9665877223014832,0.9688915610313416,0.9675142765045166,0.975109040737152,0.9673104882240297,0.9748832583427428,0.9681313633918762,0.843641996383667,0.8413472771644592,0.810401439666748,0.8084447979927063
1129,0.7224560379981995,0.8231120705604553,0.6871519088745117,0.7426930069923401,0.8331044316291809,0.7258347272872925,0.7040380239486694,0.7393926978111267,0.6769302487373352,0.6787473559379578,0.6692050099372864,0.6909916996955872,0.6628920435905457,0.6619433760643005,0.6714268922805786,0.6620543003082275,0.6929799318313599,0.6793703436851501,0.6881932616233826,0.6672764420509338,0.6818720102310181,0.8773220181465149,0.7013864517211914,0.83219975233078,0.8359810709953308,0.835107684135437,0.8232392072677612,0.8370778560638428,0.831887423992157,0.8324517607688904,0.8306522369384766,0.7070481777191162,0.6889158487319946,0.6945837140083313,0.6990222930908203
664,0.8171823024749756,0.9099063277244568,0.7984670996665955,0.8185470700263977,0.9100951552391052,0.8183325529098511,0.8364719152450562,0.796438455581665,0.7602350115776062,0.7830957770347595,0.7724846005439758,0.7683690190315247,0.7566316723823547,0.7947412729263306,0.7810990214347839,0.7625033259391785,0.7587118744850159,0.762808084487915,0.7786928415298462,0.7462446689605713,0.7643066644668579,0.9025895595550536,0.8047962188720703,0.8827790021896362,0.8899339437484741,0.8973819613456726,0.887926459312439,0.8855922222137451,0.8852165937423706,0.8860055208206177,0.8995338678359985,0.7944722175598145,0.7665506601333618,0.7529318928718567,0.7614965438842773
