seed,dprime_deep,amp_ratio,temporal_cos,spatial_cos
0,4.367038136492563,0.9350396573543549,0.9963396966457367,0.9997790455818176
1,4.338699601798621,0.9382853448390961,0.9962431848049164,0.999755573272705
2,4.37366948157464,0.9373735129833222,0.996203625202179,0.9997644484043121
