unit_id,n_spikes,peak_ch,n_ch,snr_raw,snr_deep,dsnr,dprime_raw,dprime_deep,dprime_deep_fixed,auc_raw,auc_deep,auc_deep_fixed,ddprime,ddprime_fixed,dauc
2143,100,114,3,16.433961868286133,19.308565139770508,2.874603271484375,12.53050980636828,12.17351263214651,12.419855002161393,1.0,1.0,1.0,-0.35699717422176924,-0.11065480420688623,0.0
94,100,29,12,3.4893321990966797,3.679642915725708,0.19031071662902832,2.1674297179864177,2.042505839040107,2.051237004956409,0.9552500247955322,0.9438499808311462,0.9448000192642212,-0.12492387894631074,-0.11619271303000867,-0.011400043964385986
337,100,274,4,4.1204514503479,4.169615268707275,0.049163818359375,3.1508394835087925,2.8111133551586627,2.8453595454164597,0.986299991607666,0.9775500297546387,0.9800500273704529,-0.33972612835012983,-0.30547993809233276,-0.008749961853027344
1143,100,134,7,6.047300815582275,7.130102157592773,1.082801342010498,5.323439750626826,4.928045461730286,4.959866548220165,0.9993500113487244,0.9975000023841858,0.9978500008583069,-0.39539428889654005,-0.3635732024066609,-0.0018500089645385742
720,100,172,6,3.3256125450134277,3.1202850341796875,-0.20532751083374023,2.1755699332273646,1.8750276534995762,1.9579675272526142,0.9448500275611877,0.9178500175476074,0.9258000254631042,-0.30054227972778835,-0.21760240597475033,-0.027000010013580322
664,100,221,3,3.72355318069458,4.251035690307617,0.5274825096130371,1.0400025856645227,0.9249549406955124,0.9659051114301416,0.7771499752998352,0.7513999938964844,0.7619500160217285,-0.11504764496901032,-0.07409747423438118,-0.02574998140335083
1300,100,134,5,4.578506946563721,5.4381489753723145,0.8596420288085938,4.074252488212588,3.7012112824731918,3.7280037132548376,0.9939500093460083,0.989549994468689,0.9911500215530396,-0.37304120573939636,-0.3462487749577505,-0.004400014877319336
1122,100,158,2,5.306804656982422,6.150325775146484,0.8435211181640625,3.796643915047218,3.486993554213314,3.508609867385185,0.9973499774932861,0.9944999814033508,0.9948499798774719,-0.30965036083390407,-0.2880340476620331,-0.0028499960899353027
793,100,102,5,7.0905632972717285,9.74685001373291,2.6562867164611816,8.566411202380156,7.866048922345425,7.962004385181435,1.0,1.0,1.0,-0.7003622800347307,-0.6044068171987211,0.0
1129,100,122,7,3.9321558475494385,4.191564559936523,0.25940871238708496,2.144590069262506,1.8556738657535996,1.9421681977821912,0.9578499794006348,0.9304999709129333,0.9387000203132629,-0.28891620350890634,-0.20242187148031476,-0.027350008487701416
