Th_learned,events,within_5ms_fraction,within_5ms_enrichment,within_10ms_fraction,within_10ms_enrichment,within_16.6667ms_fraction,within_16.6667ms_enrichment,within_20ms_fraction,within_20ms_enrichment
8,2298192,0.010141015198033933,1.0141015198033934,0.02018195172553033,1.0090975862765166,0.033650800281264576,1.0095240084359183,0.04013981425398748,1.003495356349687
9,1565148,0.010159422623291855,1.0159422623291854,0.020301594481799804,1.0150797240899903,0.03380766547316931,1.0142299641930508,0.040278619018776496,1.0069654754694124
10,1208523,0.010079245492224807,1.0079245492224806,0.020268542675646223,1.013427133782311,0.033733739448897536,1.012012183464902,0.040167212374112866,1.0041803093528217
