unit_id,n,peak_ch,n_ch,peakSNRamp,temporal_cos,spatial_cos,temporal_corr,spatial_corr,amp_ratio,fwhm_ratio,lag,spread_ratio,rank1_raw,rank1_deep
2143,200,114,3,83.04000091552734,0.9996417164802551,0.9999728202819824,0.9993773692973106,0.9981083766982168,0.9958471059799194,1.2,0,0.9994494132944832,0.9848729372024536,0.9852774143218994
94,200,29,9,23.959999084472656,0.9987396597862244,0.9999285340309143,0.9956887645791594,0.9976023905681092,0.9690337777137756,1.0,0,1.0032645907707745,0.9619246125221252,0.9690097570419312
337,200,274,4,34.19499969482422,0.998058021068573,0.9994907379150391,0.9963605627339045,0.998715360013915,0.9551963210105896,0.8888888888888888,0,1.0050286786631815,0.9158539175987244,0.9360501170158386
1143,200,134,7,35.27000045776367,0.9987359046936035,0.9999344348907471,0.9983188387274297,0.9979113205853352,0.9626191258430481,1.0,0,1.0006613197885434,0.9471122026443481,0.9533288478851318
720,200,172,6,25.85999870300293,0.9976245164871216,0.9997618198394775,0.9953434781975409,0.9916342095444861,0.9019833207130432,1.0,0,1.0073400595856679,0.9538417458534241,0.9637624025344849
664,200,221,1,19.31999969482422,0.9841100573539734,1.0,0.9863097099809622,,0.9161617755889893,0.875,0,0.0,1.0,1.0
1300,200,134,5,26.01500129699707,0.9980459809303284,0.9998891949653625,0.9972969030307444,0.9996067471666776,0.9486035704612732,1.0,0,0.9959600964571835,0.9359017610549927,0.9452216625213623
1122,200,158,2,31.939998626708984,0.9967854022979736,0.9999999403953552,0.9958414460003409,1.0,0.9286912083625793,1.0,0,0.9997782551205094,0.9716477394104004,0.9831821918487549
793,200,102,5,31.90999984741211,0.9989411234855652,0.9997862577438354,0.9975735813392322,0.9985891647020205,0.9735628962516785,1.0,0,0.996999375525032,0.9551831483840942,0.9614955186843872
1129,200,122,6,22.7450008392334,0.9959128499031067,0.9991109371185303,0.9876171230551293,0.9561458641137641,0.8343010544776917,1.0,0,0.9910434125106932,0.9091116786003113,0.9307458996772766
