unit_id,n_spikes,peak_ch,n_ch,snr_raw,snr_deep,dsnr,dprime_raw,dprime_deep,dprime_deep_fixed,auc_raw,auc_deep,auc_deep_fixed,ddprime,ddprime_fixed,dauc
2143,100,114,3,16.433961868286133,21.252731323242188,4.818769454956055,12.53050980636828,12.204049307502707,12.279619562987294,1.0,1.0,1.0,-0.32646049886557194,-0.25089024338098476,0.0
94,100,29,12,3.4893321990966797,3.766408681869507,0.27707648277282715,2.1674297179864177,2.016663870079794,2.060106793682783,0.9552500247955322,0.9442999958992004,0.947700023651123,-0.15076584790662384,-0.10732292430363488,-0.010950028896331787
337,100,274,4,4.1204514503479,4.225350379943848,0.10489892959594727,3.1508394835087925,2.8706135917369764,2.9153536404090916,0.986299991607666,0.9801999926567078,0.9823499917984009,-0.2802258917718161,-0.2354858430997009,-0.006099998950958252
1143,100,134,7,6.047300815582275,6.922430515289307,0.8751296997070312,5.323439750626826,5.052106028413161,5.083505326505831,0.9993500113487244,0.9979000091552734,0.998199999332428,-0.27133372221366514,-0.23993442412099508,-0.0014500021934509277
720,100,172,6,3.3256125450134277,3.2697839736938477,-0.05582857131958008,2.1755699332273646,1.966741120662528,2.0212911411386774,0.9448500275611877,0.92535001039505,0.9309499859809875,-0.20882881256483654,-0.15427879208868722,-0.019500017166137695
664,100,221,3,3.72355318069458,4.25441312789917,0.5308599472045898,1.0400025856645227,0.9119343400260649,0.9509645274329092,0.7771499752998352,0.7473000288009644,0.7573999762535095,-0.12806824563845787,-0.08903805823161359,-0.02984994649887085
1300,100,134,5,4.578506946563721,5.3091206550598145,0.7306137084960938,4.074252488212588,3.752503457214082,3.7768907221776344,0.9939500093460083,0.9903500080108643,0.9917500019073486,-0.32174903099850605,-0.2973617660349537,-0.003600001335144043
1122,100,158,2,5.306804656982422,6.153271198272705,0.8464665412902832,3.796643915047218,3.5198415441306636,3.5403790205282473,0.9973499774932861,0.9950500130653381,0.9954000115394592,-0.27680237091655435,-0.2562648945189707,-0.002299964427947998
793,100,102,5,7.0905632972717285,9.811898231506348,2.721334934234619,8.566411202380156,7.692750291395422,7.835183973444917,1.0,1.0,1.0,-0.873660910984734,-0.7312272289352384,0.0
1129,100,122,7,3.9321558475494385,4.060949325561523,0.12879347801208496,2.144590069262506,1.772867208428531,1.903533926048241,0.9578499794006348,0.9226499795913696,0.9373000264167786,-0.3717228608339749,-0.24105614321426505,-0.03519999980926514
