unit_id,n,peak_ch,n_ch,peakSNRamp,temporal_cos,spatial_cos,temporal_corr,spatial_corr,amp_ratio,fwhm_ratio,lag,spread_ratio,rank1_raw,rank1_deep
2143,200,114,3,83.04000091552734,0.1583167463541031,0.8615632057189941,0.12907376276031352,0.502231640931148,0.0009613035945221782,0.4,9,0.9825189259862432,0.9848729372024536,0.8640360236167908
94,200,29,9,23.959999084472656,0.07469029724597931,0.17451027035713196,-0.3092600667683175,0.32277890334291354,0.0013256586389616132,1.6666666666666667,-12,1.0973039251405063,0.9619246125221252,0.4341319501399994
337,200,274,4,34.19499969482422,0.14441591501235962,0.2076408863067627,0.39020709073397386,0.7615689661290983,0.0010682319989427924,0.5555555555555556,9,1.049387674786058,0.9158539175987244,0.5100556015968323
1143,200,134,7,35.27000045776367,0.023262226954102516,0.5100943446159363,0.014628064669022821,-0.05655383733128182,0.001084664836525917,1.0,-16,0.9800348637182702,0.9471122026443481,0.3930787146091461
720,200,172,6,25.85999870300293,0.5390954613685608,0.5572131276130676,-0.07854800118511812,-0.12478159199427825,0.0010520428186282516,0.6666666666666666,12,1.020465355224828,0.9538417458534241,0.5022804737091064
664,200,221,1,19.31999969482422,0.2411700040102005,1.0,-0.24762344670321157,,0.0006952086114324629,0.625,-13,0.0,1.0,1.0
1300,200,134,5,26.01500129699707,0.15422840416431427,0.17990919947624207,0.1108876794949149,0.6529050256442008,0.001133051235228777,1.0,-36,0.9164304628979275,0.9359017610549927,0.479197233915329
1122,200,158,2,31.939998626708984,0.03753285109996796,0.8047912120819092,0.025472725031663507,0.9999999999999999,0.0007736464613117278,0.7142857142857143,10,1.0079822631545978,0.9716477394104004,0.7823681235313416
793,200,102,5,31.90999984741211,0.23851636052131653,0.2241262048482895,0.20794638495119036,0.33357110653031546,0.0011316160671412945,0.7142857142857143,12,0.9571254468208493,0.9551831483840942,0.685319185256958
1129,200,122,6,22.7450008392334,0.056045401841402054,0.5763341188430786,0.03493451144639638,-0.3925609355135463,0.0008381828083656728,0.8,9,1.0193971896322171,0.9091116786003113,0.47372880578041077
