domain,Th_learned,stage,events_present,events_removed,clusters,matched_gt_units,tp,fn,fp_in_matched_clusters,events_in_unmatched_clusters,pooled_precision,pooled_recall,gt_proximal_events_any_unit,gt_negative_events_any_unit,template_learning_sort_identity
raw_native,8.0,detection_template,4279957,0,595,7,97285,82081,29796,4152876,0.7655353672067422,0.5423826143193248,173395,4106562,
raw_native,8.0,final_clustering,4279957,0,632,7,97677,81689,31028,4151252,0.7589215648187716,0.5445680898275035,173395,4106562,
raw_native,8.0,cluster_merging,4279957,0,567,7,97677,81689,31028,4151252,0.7589215648187716,0.5445680898275035,173396,4106561,
raw_native,8.0,duplicate_removal,4273542,6415,567,7,97677,81689,31012,4144853,0.7590159221067846,0.5445680898275035,173395,4100147,exact
