domain,Th_learned,stage,status,peel,events,score_mean,score_q10,score_median,score_q90
raw_native,8.0,final_clustering,tp,40,7,9.211835861206055,8.54837703704834,8.707255363464355,10.607930183410645
raw_native,8.0,final_clustering,tp,41,4,8.386805534362793,8.11117935180664,8.448822021484375,8.61281967163086
raw_native,8.0,final_clustering,tp,42,6,8.860278129577637,8.164469718933105,8.609420776367188,9.806944847106934
raw_native,8.0,final_clustering,tp,43,4,9.91278076171875,9.099601745605469,9.522012710571289,11.038572311401367
raw_native,8.0,final_clustering,tp,44,6,9.41897201538086,8.578568458557129,8.93541431427002,10.742932319641113
raw_native,8.0,final_clustering,tp,45,3,9.758625984191895,8.492947578430176,10.183516502380371,10.854348182678223
raw_native,8.0,final_clustering,tp,46,4,8.990707397460938,8.106675148010254,8.39947509765625,10.347723960876465
raw_native,8.0,final_clustering,tp,47,2,8.53897476196289,8.418729782104492,8.53897476196289,8.659219741821289
raw_native,8.0,final_clustering,tp,48,7,9.016234397888184,8.016915321350098,8.494940757751465,10.216032981872559
raw_native,8.0,final_clustering,tp,49,2,8.53007698059082,8.477569580078125,8.53007698059082,8.582584381103516
raw_native,8.0,final_clustering,tp,50,4,8.474519729614258,8.034648895263672,8.112089157104492,9.204333305358887
raw_native,8.0,final_clustering,tp,51,2,9.922220230102539,9.440287590026855,9.922220230102539,10.404153823852539
raw_native,8.0,final_clustering,tp,53,2,8.557129859924316,8.521944046020508,8.557129859924316,8.592315673828125
raw_native,8.0,final_clustering,tp,54,1,8.029489517211914,8.029489517211914,8.029489517211914,8.029489517211914
raw_native,8.0,final_clustering,tp,57,1,8.902680397033691,8.902680397033691,8.902680397033691,8.902680397033691
raw_native,8.0,final_clustering,tp,59,1,8.45106029510498,8.45106029510498,8.45106029510498,8.45106029510498
raw_native,8.0,final_clustering,tp,60,1,9.388531684875488,9.388531684875488,9.388531684875488,9.388531684875488
raw_native,8.0,final_clustering,tp,66,1,8.014741897583008,8.014741897583008,8.014741897583008,8.014741897583008
raw_native,8.0,final_clustering,tp,67,2,8.240987777709961,8.167366027832031,8.240987777709961,8.31460952758789
raw_native,8.0,final_clustering,tp,70,1,8.163386344909668,8.163386344909668,8.163386344909668,8.163386344909668
raw_native,8.0,final_clustering,tp,72,1,8.373431205749512,8.373431205749512,8.373431205749512,8.373431205749512
raw_native,8.0,final_clustering,tp,73,1,10.294720649719238,10.294720649719238,10.294720649719238,10.294720649719238
raw_native,8.0,final_clustering,tp,74,1,8.028815269470215,8.028815269470215,8.028815269470215,8.028815269470215
raw_native,8.0,final_clustering,tp,80,2,11.40391731262207,9.801460266113281,11.40391731262207,13.006375312805176
raw_native,8.0,final_clustering,tp,91,1,14.244895935058594,14.244895935058594,14.244895935058594,14.244895935058594
raw_native,8.0,final_clustering,tp,95,1,11.461969375610352,11.461969375610352,11.461969375610352,11.461969375610352
raw_native,8.0,cluster_merging,unmatched_cluster,0,277876,31.944385528564453,21.249786376953125,31.788970947265625,42.52867126464844
raw_native,8.0,cluster_merging,unmatched_cluster,1,254254,25.314298629760742,16.932275772094727,25.198028564453125,33.95714569091797
raw_native,8.0,cluster_merging,unmatched_cluster,2,242881,21.589643478393555,14.469843864440918,21.203075408935547,29.069332122802734
raw_native,8.0,cluster_merging,unmatched_cluster,3,236016,19.048873901367188,12.83613395690918,18.679685592651367,25.710569381713867
raw_native,8.0,cluster_merging,unmatched_cluster,4,230720,17.17580795288086,11.647903442382812,16.899089813232422,23.16914939880371
raw_native,8.0,cluster_merging,unmatched_cluster,5,225240,15.728378295898438,10.775087356567383,15.425466537475586,20.95459747314453
raw_native,8.0,cluster_merging,unmatched_cluster,6,219736,14.565725326538086,10.114553451538086,14.21682357788086,19.335487365722656
raw_native,8.0,cluster_merging,unmatched_cluster,7,213865,13.62071418762207,9.612349510192871,13.236705780029297,18.070268630981445
raw_native,8.0,cluster_merging,unmatched_cluster,8,207400,12.836456298828125,9.257901191711426,12.42808723449707,16.95184898376465
raw_native,8.0,cluster_merging,unmatched_cluster,9,200437,12.175060272216797,8.971029281616211,11.742048263549805,15.951885223388672
raw_native,8.0,cluster_merging,unmatched_cluster,10,191772,11.625082969665527,8.765061378479004,11.178873062133789,15.089181900024414
raw_native,8.0,cluster_merging,unmatched_cluster,11,182548,11.159157752990723,8.614524841308594,10.702254295349121,14.308363914489746
raw_native,8.0,cluster_merging,unmatched_cluster,12,172302,10.771648406982422,8.49197006225586,10.31839370727539,13.644230842590332
raw_native,8.0,cluster_merging,unmatched_cluster,13,161040,10.445052146911621,8.407509803771973,10.000467300415039,13.077201843261719
raw_native,8.0,cluster_merging,unmatched_cluster,14,148925,10.166866302490234,8.338953971862793,9.739850997924805,12.548858642578125
raw_native,8.0,cluster_merging,unmatched_cluster,15,136400,9.926569938659668,8.279474258422852,9.514504432678223,12.114145278930664
raw_native,8.0,cluster_merging,unmatched_cluster,16,122847,9.727364540100098,8.23900032043457,9.334648132324219,11.724353790283203
raw_native,8.0,cluster_merging,unmatched_cluster,17,109951,9.56186580657959,8.205778121948242,9.189777374267578,11.402233123779297
raw_native,8.0,cluster_merging,unmatched_cluster,18,97229,9.422355651855469,8.182116508483887,9.063508033752441,11.11551284790039
raw_native,8.0,cluster_merging,unmatched_cluster,19,84846,9.300326347351074,8.159476280212402,8.954832077026367,10.870386123657227
raw_native,8.0,cluster_merging,unmatched_cluster,20,73158,9.19981861114502,8.143521308898926,8.870588302612305,10.663431167602539
