domain,Th_learned,stage,status,peel,events,score_mean,score_q10,score_median,score_q90,score_margin_mean,score_margin_q10,score_margin_median,score_margin_q90,supported
denoised,8.0,duplicate_removal,fp_matched_cluster,31,1775,9.250285148620604,8.351757049560547,9.130000114440918,10.32957935333252,1.2502851486206037,0.3517570495605469,1.130000114440918,2.3295793533325195,True
denoised,8.0,duplicate_removal,fp_matched_cluster,32,1645,9.16786289215088,8.359367370605469,9.042346000671388,10.095562934875488,1.1678628921508807,0.35936737060546875,1.0423460006713885,2.0955629348754883,True
denoised,8.0,duplicate_removal,fp_matched_cluster,33,1659,9.097332954406738,8.307050704956055,8.996025085449219,9.998234748840332,1.0973329544067383,0.3070507049560547,0.9960250854492188,1.998234748840332,True
denoised,8.0,duplicate_removal,fp_matched_cluster,34,1728,9.01266098022461,8.257552146911621,8.901540756225586,9.852421760559082,1.0126609802246094,0.2575521469116211,0.9015407562255859,1.852421760559082,True
denoised,8.0,duplicate_removal,fp_matched_cluster,35,1643,8.957770347595215,8.209474563598633,8.823928833007812,9.8259859085083,0.9577703475952148,0.2094745635986328,0.8239288330078125,1.8259859085083008,True
denoised,8.0,duplicate_removal,fp_matched_cluster,36,1526,8.89111328125,8.22171401977539,8.783376693725586,9.671432495117188,0.89111328125,0.22171401977539062,0.7833766937255859,1.6714324951171875,True
denoised,8.0,duplicate_removal,fp_matched_cluster,37,1502,8.858399391174316,8.16281795501709,8.754964828491211,9.670503616333008,0.8583993911743164,0.16281795501708984,0.7549648284912109,1.6705036163330078,True
denoised,8.0,duplicate_removal,fp_matched_cluster,38,1424,8.780342102050781,8.148418426513672,8.626240730285645,9.62999439239502,0.7803421020507812,0.14841842651367188,0.6262407302856445,1.6299943923950195,True
denoised,8.0,duplicate_removal,fp_matched_cluster,39,1441,8.706445693969727,8.134159088134766,8.601940155029297,9.391304969787598,0.7064456939697266,0.13415908813476562,0.6019401550292969,1.3913049697875977,True
denoised,8.0,duplicate_removal,fp_matched_cluster,40,1401,8.700261116027832,8.126741409301758,8.560470581054688,9.44298267364502,0.700261116027832,0.1267414093017578,0.5604705810546875,1.4429826736450195,True
denoised,8.0,duplicate_removal,fp_matched_cluster,41,1257,8.632756233215332,8.093916893005371,8.51918888092041,9.309283256530762,0.632756233215332,0.0939168930053711,0.5191888809204102,1.3092832565307617,True
denoised,8.0,duplicate_removal,fp_matched_cluster,42,1206,8.602944374084473,8.09231948852539,8.493288040161133,9.244462966918944,0.6029443740844727,0.09231948852539062,0.4932880401611328,1.2444629669189435,True
denoised,8.0,duplicate_removal,fp_matched_cluster,43,1163,8.550029754638672,8.085968971252441,8.434438705444336,9.133703231811523,0.5500297546386719,0.0859689712524414,0.43443870544433594,1.1337032318115234,True
denoised,8.0,duplicate_removal,fp_matched_cluster,44,1104,8.555575370788574,8.08541202545166,8.428546905517578,9.136152267456056,0.5555753707885742,0.08541202545166016,0.4285469055175781,1.1361522674560565,True
denoised,8.0,duplicate_removal,fp_matched_cluster,45,987,8.538169860839844,8.074865341186523,8.402702331542969,9.136107444763184,0.5381698608398438,0.07486534118652344,0.40270233154296875,1.1361074447631836,True
denoised,8.0,duplicate_removal,fp_matched_cluster,46,950,8.507577896118164,8.074620246887207,8.40481948852539,9.07285213470459,0.5075778961181641,0.07462024688720703,0.4048194885253906,1.0728521347045898,True
denoised,8.0,duplicate_removal,fp_matched_cluster,47,849,8.480894088745117,8.071409225463867,8.377493858337402,9.04750156402588,0.4808940887451172,0.07140922546386719,0.37749385833740234,1.0475015640258807,True
denoised,8.0,duplicate_removal,fp_matched_cluster,48,777,8.45425033569336,8.05313491821289,8.337416648864746,9.03393268585205,0.4542503356933594,0.053134918212890625,0.3374166488647461,1.0339326858520508,True
denoised,8.0,duplicate_removal,fp_matched_cluster,49,728,8.448376655578613,8.05402660369873,8.340158462524414,8.965662956237793,0.4483766555786133,0.05402660369873047,0.34015846252441406,0.965662956237793,True
