unit_id,n,peak_ch,n_ch,peakSNRamp,temporal_cos,spatial_cos,temporal_corr,spatial_corr,amp_ratio,fwhm_ratio,lag,spread_ratio,rank1_raw,rank1_deep
2143,200,114,3,83.04000091552734,0.9996387958526611,0.9999916553497314,0.9993729048132209,0.9996176611667573,0.9920002818107605,1.0,0,1.000654655607128,0.9848729372024536,0.9847299456596375
94,200,29,9,23.959999084472656,0.9987426996231079,0.999922513961792,0.995896255658477,0.9969008163283697,0.9680870771408081,1.0,0,1.0026139164334615,0.9619246125221252,0.9691925048828125
337,200,274,4,34.19499969482422,0.9982162117958069,0.9994593858718872,0.996528921508177,0.9985866981053119,0.9530049562454224,0.8888888888888888,0,1.008116277886806,0.9158539175987244,0.9357948303222656
1143,200,134,7,35.27000045776367,0.9987146258354187,0.9999589920043945,0.9983719622912158,0.9987483256329792,0.9586723446846008,1.0,0,0.99948222230602,0.9471122026443481,0.9538897275924683
720,200,172,6,25.85999870300293,0.9974213242530823,0.9997673630714417,0.9953477179395512,0.9900360083286472,0.8976250886917114,1.0,0,1.0052290572980243,0.9538417458534241,0.9641547799110413
664,200,221,1,19.31999969482422,0.9844039678573608,1.0,0.9859434803859204,,0.9046285152435303,0.875,0,0.0,1.0,1.0
1300,200,134,5,26.01500129699707,0.9981235861778259,0.9998765587806702,0.9974775890884571,0.9995942380508376,0.9490892291069031,1.0,0,0.9953028995447913,0.9359017610549927,0.9443109631538391
1122,200,158,2,31.939998626708984,0.9963358640670776,0.9999997615814209,0.9951886671365695,0.9999999999999998,0.9287531971931458,1.0,0,0.9999719137214719,0.9716477394104004,0.9827635884284973
793,200,102,5,31.90999984741211,0.9989200234413147,0.9998010396957397,0.997685403619158,0.9991099938703665,0.9684621691703796,1.0,0,0.9975554942333036,0.9551831483840942,0.9620559215545654
1129,200,122,6,22.7450008392334,0.9957916140556335,0.9991000890731812,0.9871893370290976,0.9545297430240476,0.8322135806083679,1.0,0,0.9912951315722824,0.9091116786003113,0.9306835532188416
