unit_id,n,peak_ch,n_ch,peakSNRamp,temporal_cos,spatial_cos,temporal_corr,spatial_corr,amp_ratio,fwhm_ratio,lag,spread_ratio,rank1_raw,rank1_deep
2143,200,114,3,83.04000091552734,0.9436984062194824,0.9819140434265137,0.9397265927489513,-0.8304975564371707,0.2977006733417511,1.0,1,0.9426294491614742,0.9848729372024536,0.9956103563308716
94,200,29,9,23.959999084472656,0.9836135506629944,0.9852421283721924,0.9644636399478258,0.6174336629576691,0.6200995445251465,1.1666666666666667,0,1.0222513582412671,0.9619246125221252,0.9889711737632751
337,200,274,4,34.19499969482422,0.9499685764312744,0.9562694430351257,0.8574425445071162,0.5984851619308322,0.44327372312545776,0.8888888888888888,2,1.0350751468629371,0.9158539175987244,0.9972876906394958
1143,200,134,7,35.27000045776367,0.9837952256202698,0.9754865765571594,0.9564374883608829,0.599075822276123,0.5855925679206848,1.1666666666666667,1,1.0336870397745883,0.9471122026443481,0.9894753694534302
720,200,172,6,25.85999870300293,0.9660280346870422,0.976719081401825,0.9681034380648114,0.14225703632753062,0.5352779626846313,1.1666666666666667,0,1.0469593604865852,0.9538417458534241,0.9977091550827026
664,200,221,1,19.31999969482422,0.9075496792793274,1.0,0.9088664515947875,,0.29206687211990356,1.375,1,0.0,1.0,1.0
1300,200,134,5,26.01500129699707,0.9626768827438354,0.9815659523010254,0.9184692334832076,0.5421888131429141,0.5649987459182739,1.1428571428571428,1,1.0246853938711682,0.9359017610549927,0.9931786060333252
1122,200,158,2,31.939998626708984,0.9616137742996216,0.9536949992179871,0.9594081550556001,-0.9999999999999999,0.37829360365867615,1.0,1,1.0318496010531708,0.9716477394104004,0.9960695505142212
793,200,102,5,31.90999984741211,0.9638314247131348,0.9818069934844971,0.9025538999342756,0.7390673614364756,0.4895956218242645,1.2857142857142858,2,1.0652727447394483,0.9551831483840942,0.996312141418457
1129,200,122,6,22.7450008392334,0.9837515354156494,0.9835211634635925,0.97400176277951,0.4717047921146591,0.4741533100605011,1.0,0,0.992851532259756,0.9091116786003113,0.9761222004890442
