unit_id,n,peak_ch,n_ch,peakSNRamp,temporal_cos,spatial_cos,temporal_corr,spatial_corr,amp_ratio,fwhm_ratio,lag,spread_ratio,rank1_raw,rank1_deep
2143,200,114,3,83.04000091552734,0.15846852958202362,0.8612492680549622,0.12979312658477182,0.49843596719805644,0.0009585387888364494,0.4,9,0.9821364729546206,0.9848729372024536,0.8646786212921143
94,200,29,9,23.959999084472656,0.07819251716136932,0.16905735433101654,-0.3061676255862314,0.324597643964687,0.0013258986873552203,1.6666666666666667,-12,1.0968588362603822,0.9619246125221252,0.43448853492736816
337,200,274,4,34.19499969482422,0.148436039686203,0.2073599398136139,0.3910922895889066,0.7552346331270636,0.0010683982400223613,0.5555555555555556,9,1.0492110798161254,0.9158539175987244,0.509941577911377
1143,200,134,7,35.27000045776367,0.02435145527124405,0.5119436979293823,0.015187139846326135,-0.05607697730849074,0.0010878900066018105,1.0,-16,0.9801034256147786,0.9471122026443481,0.39468762278556824
720,200,172,6,25.85999870300293,0.5416623950004578,0.5578218102455139,-0.07785154497718606,-0.12475112825977422,0.0010519068455323577,0.6666666666666666,12,1.0200145611996156,0.9538417458534241,0.5022879242897034
664,200,221,1,19.31999969482422,0.2368333488702774,1.0,-0.24272587738936557,,0.0006911554955877364,0.625,-13,0.0,1.0,1.0
1300,200,134,5,26.01500129699707,0.15023651719093323,0.185660257935524,0.11055377855344352,0.6503344970016752,0.0011330818524584174,1.0,-36,0.9167601238163431,0.9359017610549927,0.47907647490501404
1122,200,158,2,31.939998626708984,0.0386565625667572,0.8046882152557373,0.02715040901694021,0.9999999999999999,0.0007742252200841904,0.7142857142857143,10,1.007842804652428,0.9716477394104004,0.7832974791526794
793,200,102,5,31.90999984741211,0.23552216589450836,0.22638899087905884,0.20882897805010187,0.33845115955949384,0.0011330971028655767,0.7142857142857143,12,0.9583216347462642,0.9551831483840942,0.6877294182777405
1129,200,122,6,22.7450008392334,0.05652233585715294,0.5792596340179443,0.034784702623849646,-0.3937129946453754,0.0008377348422072828,0.8,9,1.019233808327137,0.9091116786003113,0.4742095172405243
