unit_id,n_spikes,peak_ch,n_ch,snr_raw,snr_deep,dsnr,dprime_raw,dprime_deep,dprime_deep_fixed,auc_raw,auc_deep,auc_deep_fixed,ddprime,ddprime_fixed,dauc
2143,100,114,3,16.433961868286133,9.27159595489502,-7.162365913391113,12.53050980636828,-0.18164054251181813,-3.2812029697894105,1.0,0.44714999198913574,0.02019999921321869,-12.712150348880098,-15.81171277615769,-0.5528500080108643
94,100,29,12,3.4893321990966797,2.1513400077819824,-1.3379921913146973,2.1674297179864177,0.09119813612246669,0.08459118675092506,0.9552500247955322,0.5286750197410583,0.5244500041007996,-2.076231581863951,-2.0828385312354927,-0.4265750050544739
337,100,274,4,4.1204514503479,2.714754343032837,-1.4056971073150635,3.1508394835087925,-0.4734131484778803,-0.6652187668088126,0.986299991607666,0.3554750084877014,0.3068999946117401,-3.624252631986673,-3.8160582503176053,-0.6308249831199646
1143,100,134,7,6.047300815582275,3.520000457763672,-2.5273003578186035,5.323439750626826,-0.3886032317375745,-0.24626401115363894,0.9993500113487244,0.40217500925064087,0.42364999651908875,-5.712042982364401,-5.569703761780465,-0.5971750020980835
720,100,172,6,3.3256125450134277,2.509428024291992,-0.8161845207214355,2.1755699332273646,0.6137261844356386,0.5590786070920544,0.9448500275611877,0.6801750063896179,0.6753000020980835,-1.561843748791726,-1.6164913261353102,-0.2646750211715698
664,100,221,3,3.72355318069458,2.9503414630889893,-0.7732117176055908,1.0400025856645227,-0.15618227770533374,-0.19879324691819522,0.7771499752998352,0.461124986410141,0.44385001063346863,-1.1961848633698564,-1.238795832582718,-0.3160249888896942
1300,100,134,5,4.578506946563721,2.7846920490264893,-1.7938148975372314,4.074252488212588,-0.4613445250657229,-0.202830372127574,0.9939500093460083,0.3869749903678894,0.45045000314712524,-4.535597013278311,-4.277082860340162,-0.6069750189781189
1122,100,158,2,5.306804656982422,2.793942928314209,-2.512861728668213,3.796643915047218,0.07052819265749671,-1.2523946040653502,0.9973499774932861,0.5121999979019165,0.1826000064611435,-3.7261157223897214,-5.049038519112568,-0.48514997959136963
793,100,102,5,7.0905632972717285,4.023561954498291,-3.0670013427734375,8.566411202380156,1.2612934134073117,0.5158416293581225,1.0,0.8137750029563904,0.6534500122070312,-7.305117788972844,-8.050569573022033,-0.18622499704360962
1129,100,122,7,3.9321558475494385,2.5929174423217773,-1.3392384052276611,2.144590069262506,0.1336739034456695,-0.5200732499311554,0.9578499794006348,0.5117250084877014,0.34735000133514404,-2.0109161658168366,-2.6646633191936613,-0.44612497091293335
