Th_learned,domain,events,peel,score_mean,score_median,score_q10,score_q90,stage,status,score_margin_mean,score_margin_q10,score_margin_median,score_margin_q90,supported
8.0,denoised,618,50,8.426263809204102,8.31447982788086,8.048465728759766,8.955856323242188,duplicate_removal,fp_matched_cluster,0.42626380920410156,0.048465728759765625,0.3144798278808594,0.9558563232421875,True
8.0,denoised,622,51,8.432743072509766,8.313396453857422,8.05520248413086,8.920083999633789,duplicate_removal,fp_matched_cluster,0.4327430725097656,0.055202484130859375,0.3133964538574219,0.9200839996337891,True
8.0,denoised,528,52,8.405760765075684,8.301753997802734,8.045660018920898,8.88426399230957,duplicate_removal,fp_matched_cluster,0.4057607650756836,0.04566001892089844,0.3017539978027344,0.8842639923095703,True
8.0,denoised,454,53,8.386590003967285,8.271188735961914,8.050210952758789,8.821938514709473,duplicate_removal,fp_matched_cluster,0.38659000396728516,0.05021095275878906,0.27118873596191406,0.8219385147094727,True
8.0,denoised,462,54,8.391167640686035,8.270837783813477,8.044243812561035,8.860671997070312,duplicate_removal,fp_matched_cluster,0.39116764068603516,0.044243812561035156,0.27083778381347656,0.8606719970703125,True
8.0,denoised,355,55,8.401102066040039,8.276378631591797,8.05040168762207,8.891536712646484,duplicate_removal,fp_matched_cluster,0.40110206604003906,0.05040168762207031,0.2763786315917969,0.8915367126464844,True
8.0,denoised,339,56,8.348783493041992,8.241700172424316,8.038189888000488,8.734878540039062,duplicate_removal,fp_matched_cluster,0.3487834930419922,0.03818988800048828,0.2417001724243164,0.7348785400390625,True
8.0,denoised,294,57,8.349191665649414,8.231249809265137,8.030956268310547,8.85879898071289,duplicate_removal,fp_matched_cluster,0.34919166564941406,0.030956268310546875,0.23124980926513672,0.8587989807128906,True
8.0,denoised,223,58,8.321586608886719,8.215826988220215,8.04359245300293,8.737222671508789,duplicate_removal,fp_matched_cluster,0.32158660888671875,0.04359245300292969,0.21582698822021484,0.7372226715087891,True
8.0,denoised,210,59,8.388051986694336,8.250003814697266,8.042634010314941,8.89184856414795,duplicate_removal,fp_matched_cluster,0.38805198669433594,0.042634010314941406,0.2500038146972656,0.8918485641479492,True
8.0,denoised,199,60,8.329934120178223,8.220169067382812,8.035369873046875,8.757826805114746,duplicate_removal,fp_matched_cluster,0.32993412017822266,0.035369873046875,0.2201690673828125,0.7578268051147461,True
8.0,denoised,148,61,8.384889602661133,8.240714073181152,8.043549537658691,8.919058799743652,duplicate_removal,fp_matched_cluster,0.3848896026611328,0.043549537658691406,0.24071407318115234,0.9190587997436523,True
8.0,denoised,137,62,8.362265586853027,8.212003707885742,8.034483909606934,8.872977256774902,duplicate_removal,fp_matched_cluster,0.36226558685302734,0.034483909606933594,0.2120037078857422,0.8729772567749023,True
8.0,denoised,103,63,8.290972709655762,8.213507652282715,8.017481803894043,8.67829418182373,duplicate_removal,fp_matched_cluster,0.2909727096557617,0.01748180389404297,0.21350765228271484,0.6782941818237305,True
8.0,denoised,105,64,8.290791511535645,8.175895690917969,8.027946472167969,8.697338104248047,duplicate_removal,fp_matched_cluster,0.29079151153564453,0.02794647216796875,0.17589569091796875,0.6973381042480469,True
8.0,denoised,86,65,8.441843032836914,8.298871994018555,8.0606689453125,8.919532775878906,duplicate_removal,fp_matched_cluster,0.44184303283691406,0.0606689453125,0.2988719940185547,0.9195327758789062,False
8.0,denoised,94,66,8.325533866882324,8.204635620117188,8.03902530670166,8.823129653930664,duplicate_removal,fp_matched_cluster,0.3255338668823242,0.039025306701660156,0.2046356201171875,0.8231296539306641,False
8.0,denoised,62,67,8.410752296447754,8.312173843383789,8.028159141540527,8.949068069458008,duplicate_removal,fp_matched_cluster,0.4107522964477539,0.028159141540527344,0.31217384338378906,0.9490680694580078,False
8.0,denoised,64,68,8.355144500732422,8.249286651611328,8.029601097106934,8.874171257019043,duplicate_removal,fp_matched_cluster,0.3551445007324219,0.029601097106933594,0.24928665161132812,0.874171257019043,False
8.0,denoised,51,69,8.240599632263184,8.142330169677734,8.039907455444336,8.555403709411621,duplicate_removal,fp_matched_cluster,0.2405996322631836,0.03990745544433594,0.14233016967773438,0.5554037094116211,False
8.0,denoised,41,70,8.357172012329102,8.317279815673828,8.045680046081543,8.679935455322266,duplicate_removal,fp_matched_cluster,0.35717201232910156,0.04568004608154297,0.3172798156738281,0.6799354553222656,False
8.0,denoised,29,71,8.457045555114746,8.364805221557617,8.095621109008789,8.917468070983887,duplicate_removal,fp_matched_cluster,0.4570455551147461,0.09562110900878906,0.3648052215576172,0.9174680709838867,False
8.0,denoised,37,72,8.362576484680176,8.223733901977539,8.023205757141113,8.751827239990234,duplicate_removal,fp_matched_cluster,0.3625764846801758,0.02320575714111328,0.22373390197753906,0.7518272399902344,False
8.0,denoised,24,73,8.40352725982666,8.24742317199707,8.05744457244873,8.956442832946777,duplicate_removal,fp_matched_cluster,0.40352725982666016,0.05744457244873047,0.2474231719970703,0.9564428329467773,False
8.0,denoised,22,74,8.419341087341309,8.368593215942383,8.063039779663086,8.823225021362305,duplicate_removal,fp_matched_cluster,0.4193410873413086,0.06303977966308594,0.3685932159423828,0.8232250213623047,False
8.0,denoised,28,75,8.442290306091309,8.329405784606934,8.080638885498047,9.070633888244627,duplicate_removal,fp_matched_cluster,0.4422903060913086,0.08063888549804688,0.3294057846069336,1.0706338882446271,False
8.0,denoised,28,76,8.421557426452637,8.17979621887207,8.052863121032715,9.098690032958984,duplicate_removal,fp_matched_cluster,0.4215574264526367,0.052863121032714844,0.1797962188720703,1.0986900329589844,False
8.0,denoised,19,77,8.344366073608398,8.24865436553955,8.049964904785156,8.696884155273438,duplicate_removal,fp_matched_cluster,0.34436607360839844,0.04996490478515625,0.24865436553955078,0.6968841552734375,False
8.0,denoised,18,78,8.305184364318848,8.223674774169922,8.057578086853027,8.62127685546875,duplicate_removal,fp_matched_cluster,0.30518436431884766,0.057578086853027344,0.22367477416992188,0.62127685546875,False
8.0,denoised,10,79,8.217042922973633,8.166084289550781,8.056520462036133,8.36081600189209,duplicate_removal,fp_matched_cluster,0.2170429229736328,0.05652046203613281,0.16608428955078125,0.36081600189208984,False
8.0,denoised,12,80,8.383040428161621,8.281890869140625,8.087959289550781,8.811603546142578,duplicate_removal,fp_matched_cluster,0.3830404281616211,0.08795928955078125,0.281890869140625,0.8116035461425781,False
8.0,denoised,11,81,8.452498435974121,8.258925437927246,8.140684127807617,8.81501579284668,duplicate_removal,fp_matched_cluster,0.4524984359741211,0.1406841278076172,0.2589254379272461,0.8150157928466797,False
8.0,denoised,18,82,8.447607040405273,8.281094551086426,8.070128440856934,8.892255783081055,duplicate_removal,fp_matched_cluster,0.44760704040527344,0.0701284408569336,0.2810945510864258,0.8922557830810547,False
8.0,denoised,8,83,8.49624252319336,8.357255935668945,8.152243614196777,8.910553932189941,duplicate_removal,fp_matched_cluster,0.4962425231933594,0.15224361419677734,0.3572559356689453,0.9105539321899414,False
8.0,denoised,10,84,8.26673412322998,8.229108810424805,8.018115043640137,8.505475997924805,duplicate_removal,fp_matched_cluster,0.26673412322998047,0.01811504364013672,0.2291088104248047,0.5054759979248047,False
8.0,denoised,6,85,8.228878021240234,8.120166778564453,8.039507865905762,8.526958465576172,duplicate_removal,fp_matched_cluster,0.22887802124023438,0.03950786590576172,0.12016677856445312,0.5269584655761719,False
8.0,denoised,10,86,8.449371337890625,8.434887886047363,8.022003173828125,8.774463653564453,duplicate_removal,fp_matched_cluster,0.449371337890625,0.022003173828125,0.4348878860473633,0.7744636535644531,False
8.0,denoised,7,87,8.214510917663574,8.174270629882812,8.098503112792969,8.359688758850098,duplicate_removal,fp_matched_cluster,0.21451091766357422,0.09850311279296875,0.1742706298828125,0.35968875885009766,False
8.0,denoised,6,88,8.186288833618164,8.102989196777344,8.058887481689453,8.396989822387695,duplicate_removal,fp_matched_cluster,0.18628883361816406,0.058887481689453125,0.10298919677734375,0.3969898223876953,False
8.0,denoised,1,89,8.268559455871582,8.268559455871582,8.268559455871582,8.268559455871582,duplicate_removal,fp_matched_cluster,0.26855945587158203,0.26855945587158203,0.26855945587158203,0.26855945587158203,False
8.0,denoised,2,90,8.521368026733398,8.521368026733398,8.421399116516113,8.621337890625,duplicate_removal,fp_matched_cluster,0.5213680267333984,0.4213991165161133,0.5213680267333984,0.621337890625,False
8.0,denoised,5,91,8.339754104614258,8.046723365783691,8.02178955078125,8.851174354553223,duplicate_removal,fp_matched_cluster,0.3397541046142578,0.02178955078125,0.046723365783691406,0.8511743545532227,False
8.0,denoised,8,92,8.51028823852539,8.236934661865234,8.103803634643555,9.113496780395508,duplicate_removal,fp_matched_cluster,0.5102882385253906,0.10380363464355469,0.23693466186523438,1.1134967803955078,False
8.0,denoised,5,93,8.256525993347168,8.188804626464844,8.068593978881836,8.515301704406738,duplicate_removal,fp_matched_cluster,0.25652599334716797,0.06859397888183594,0.18880462646484375,0.5153017044067383,False
8.0,denoised,2,94,8.190135955810547,8.190135955810547,8.12098503112793,8.259286880493164,duplicate_removal,fp_matched_cluster,0.19013595581054688,0.12098503112792969,0.19013595581054688,0.25928688049316406,False
8.0,denoised,5,95,8.666009902954102,8.272639274597168,8.027149200439453,9.635663032531738,duplicate_removal,fp_matched_cluster,0.6660099029541016,0.027149200439453125,0.27263927459716797,1.6356630325317383,False
8.0,denoised,2,96,8.697681427001953,8.697681427001953,8.591897964477539,8.803464889526367,duplicate_removal,fp_matched_cluster,0.6976814270019531,0.5918979644775391,0.6976814270019531,0.8034648895263672,False
8.0,denoised,4,97,10.22026824951172,8.348459243774414,8.118816375732422,13.819168090820312,duplicate_removal,fp_matched_cluster,2.2202682495117205,0.11881637573242188,0.34845924377441406,5.8191680908203125,False
8.0,denoised,3,98,8.942534446716309,8.157681465148926,8.094705581665039,10.104304313659668,duplicate_removal,fp_matched_cluster,0.9425344467163086,0.09470558166503906,0.15768146514892578,2.104304313659668,False
8.0,denoised,1,99,8.068967819213867,8.068967819213867,8.068967819213867,8.068967819213867,duplicate_removal,fp_matched_cluster,0.06896781921386719,0.06896781921386719,0.06896781921386719,0.06896781921386719,False
8.0,denoised,11230,0,35.25123596191406,35.90159225463867,30.71759986877441,39.4947509765625,duplicate_removal,tp,27.251235961914062,22.71759986877441,27.901592254638672,31.4947509765625,True
8.0,denoised,11910,1,33.39354705810547,34.473976135253906,27.949359893798828,38.61223220825195,duplicate_removal,tp,25.39354705810547,19.949359893798828,26.473976135253906,30.612232208251953,True
8.0,denoised,9342,2,29.94595718383789,32.01331329345703,17.806211471557617,37.39826965332031,duplicate_removal,tp,21.94595718383789,9.806211471557617,24.01331329345703,29.398269653320312,True
8.0,denoised,7029,3,25.731678009033203,27.767553329467773,16.06875228881836,35.57867431640625,duplicate_removal,tp,17.731678009033203,8.06875228881836,19.767553329467773,27.57867431640625,True
8.0,denoised,6370,4,21.70681571960449,18.82791519165039,15.198436737060549,32.56129455566406,duplicate_removal,tp,13.706815719604489,7.198436737060549,10.82791519165039,24.561294555664062,True
8.0,denoised,6425,5,18.94258117675781,17.622880935668945,14.506502151489258,27.9329833984375,duplicate_removal,tp,10.942581176757809,6.506502151489258,9.622880935668945,19.9329833984375,True
8.0,denoised,6575,6,17.510271072387695,16.98248291015625,13.905817031860352,20.58376121520996,duplicate_removal,tp,9.510271072387695,5.905817031860352,8.98248291015625,12.583761215209961,True
8.0,denoised,6662,7,16.67156982421875,16.49960708618164,13.483071327209473,19.6474666595459,duplicate_removal,tp,8.67156982421875,5.483071327209473,8.49960708618164,11.647466659545898,True
8.0,denoised,6494,8,16.19058609008789,16.114505767822266,13.127055168151855,19.089603424072266,duplicate_removal,tp,8.19058609008789,5.1270551681518555,8.114505767822266,11.089603424072266,True
8.0,denoised,6182,9,15.723735809326172,15.665538787841797,12.702765464782717,18.661304473876957,duplicate_removal,tp,7.723735809326172,4.702765464782717,7.665538787841797,10.661304473876957,True
8.0,denoised,5640,10,15.227367401123049,15.208542823791504,12.271924018859863,18.149940490722656,duplicate_removal,tp,7.227367401123049,4.271924018859863,7.208542823791504,10.149940490722656,True
8.0,denoised,5054,11,14.843416213989258,14.725247383117676,11.980660438537598,17.76166343688965,duplicate_removal,tp,6.843416213989258,3.9806604385375977,6.725247383117676,9.761663436889648,True
8.0,denoised,4515,12,14.506053924560549,14.379095077514648,11.661845207214355,17.500537872314453,duplicate_removal,tp,6.506053924560549,3.6618452072143555,6.379095077514648,9.500537872314453,True
8.0,denoised,3931,13,14.001622200012209,13.787079811096191,11.285919189453123,16.948753356933594,duplicate_removal,tp,6.001622200012209,3.2859191894531232,5.787079811096191,8.948753356933594,True
8.0,denoised,3280,14,13.643759727478027,13.4637451171875,11.008065223693848,16.572359085083008,duplicate_removal,tp,5.643759727478027,3.0080652236938477,5.4637451171875,8.572359085083008,True
8.0,denoised,2861,15,13.215710639953612,12.962797164916992,10.666654586791992,16.122297286987305,duplicate_removal,tp,5.2157106399536115,2.666654586791992,4.962797164916992,8.122297286987305,True
8.0,denoised,2490,16,12.767984390258787,12.493005752563477,10.39512538909912,15.582511901855469,duplicate_removal,tp,4.767984390258787,2.3951253890991193,4.493005752563477,7.582511901855469,True
8.0,denoised,2089,17,12.55063533782959,12.322502136230469,10.24095344543457,15.27166748046875,duplicate_removal,tp,4.55063533782959,2.2409534454345703,4.322502136230469,7.27166748046875,True
8.0,denoised,1735,18,12.173416137695312,11.887239456176758,10.02613353729248,14.793146133422852,duplicate_removal,tp,4.1734161376953125,2.0261335372924805,3.887239456176758,6.793146133422852,True
8.0,denoised,1505,19,11.845610618591309,11.533157348632812,9.801520347595217,14.339092254638672,duplicate_removal,tp,3.8456106185913086,1.8015203475952166,3.5331573486328125,6.339092254638672,True
8.0,denoised,1293,20,11.650297164916992,11.280344009399414,9.577141761779783,14.280192375183104,duplicate_removal,tp,3.650297164916992,1.5771417617797834,3.280344009399414,6.280192375183104,True
8.0,denoised,1225,21,11.30016040802002,10.947141647338867,9.459635734558104,13.737783432006836,duplicate_removal,tp,3.3001604080200195,1.4596357345581037,2.947141647338867,5.737783432006836,True
8.0,denoised,1024,22,10.919549942016602,10.629446029663086,9.341511726379396,12.985498428344728,duplicate_removal,tp,2.9195499420166016,1.3415117263793963,2.629446029663086,4.985498428344728,True
8.0,denoised,943,23,10.725048065185549,10.4794340133667,9.17160415649414,12.48180866241455,duplicate_removal,tp,2.7250480651855487,1.1716041564941406,2.479434013366699,4.481808662414551,True
8.0,denoised,788,24,10.552342414855955,10.294837951660156,8.902884483337402,12.53182888031006,duplicate_removal,tp,2.5523424148559553,0.9028844833374023,2.2948379516601562,4.53182888031006,True
8.0,denoised,717,25,10.418601989746094,10.130160331726074,9.062358856201172,12.127422332763672,duplicate_removal,tp,2.4186019897460938,1.0623588562011719,2.130160331726074,4.127422332763672,True
8.0,denoised,643,26,10.118640899658203,9.974312782287598,8.792520523071289,11.68130588531494,duplicate_removal,tp,2.118640899658203,0.7925205230712891,1.9743127822875977,3.6813058853149396,True
8.0,denoised,618,27,10.065160751342772,9.856942176818848,8.776484489440918,11.589221000671388,duplicate_removal,tp,2.0651607513427717,0.776484489440918,1.8569421768188477,3.5892210006713885,True
8.0,denoised,586,28,9.850372314453123,9.614013671875,8.642007827758789,11.39735221862793,duplicate_removal,tp,1.8503723144531232,0.6420078277587891,1.614013671875,3.3973522186279297,True
8.0,denoised,529,29,9.718221664428713,9.545503616333008,8.574125289916992,11.153464317321776,duplicate_removal,tp,1.7182216644287127,0.5741252899169922,1.5455036163330078,3.1534643173217756,True
8.0,denoised,489,30,9.633313179016112,9.450383186340332,8.557390213012695,11.02376651763916,duplicate_removal,tp,1.6333131790161115,0.5573902130126953,1.450383186340332,3.02376651763916,True
8.0,denoised,483,31,9.459399223327637,9.256017684936523,8.406569480895996,10.716875076293944,duplicate_removal,tp,1.4593992233276367,0.4065694808959961,1.2560176849365234,2.7168750762939435,True
8.0,denoised,389,32,9.283987045288086,9.171064376831056,8.337421417236328,10.322388648986816,duplicate_removal,tp,1.283987045288086,0.3374214172363281,1.1710643768310565,2.3223886489868164,True
8.0,denoised,368,33,9.225497245788574,9.043533325195312,8.313393592834473,10.208843231201172,duplicate_removal,tp,1.2254972457885742,0.31339359283447266,1.0435333251953125,2.208843231201172,True
8.0,denoised,359,34,9.196422576904297,8.994739532470703,8.307976722717285,10.291871070861816,duplicate_removal,tp,1.1964225769042969,0.30797672271728516,0.9947395324707031,2.2918710708618164,True
8.0,denoised,295,35,9.16201400756836,8.93840503692627,8.341397285461426,10.193198204040527,duplicate_removal,tp,1.1620140075683594,0.3413972854614258,0.9384050369262695,2.1931982040405273,True
8.0,denoised,298,36,8.998252868652344,8.833822250366211,8.209060668945312,9.87861442565918,duplicate_removal,tp,0.9982528686523438,0.2090606689453125,0.8338222503662109,1.8786144256591797,True
8.0,denoised,275,37,8.867834091186523,8.759944915771484,8.155731201171875,9.719904899597168,duplicate_removal,tp,0.8678340911865234,0.155731201171875,0.7599449157714844,1.719904899597168,True
8.0,denoised,272,38,8.866971969604492,8.76180362701416,8.143631935119629,9.692888259887695,duplicate_removal,tp,0.8669719696044922,0.1436319351196289,0.7618036270141602,1.6928882598876953,True
8.0,denoised,246,39,8.84583568572998,8.682933807373047,8.143190383911133,9.77657985687256,duplicate_removal,tp,0.8458356857299805,0.1431903839111328,0.6829338073730469,1.7765798568725604,True
8.0,denoised,222,40,8.753045082092285,8.627260208129883,8.103109359741211,9.353503227233888,duplicate_removal,tp,0.7530450820922852,0.10310935974121094,0.6272602081298828,1.3535032272338885,True
8.0,denoised,228,41,8.732989311218262,8.575324058532715,8.09836196899414,9.547956466674805,duplicate_removal,tp,0.7329893112182617,0.09836196899414062,0.5753240585327148,1.5479564666748047,True
