unit_id,n,peak_ch,n_ch,peakSNRamp,temporal_cos,spatial_cos,temporal_corr,spatial_corr,amp_ratio,fwhm_ratio,lag,spread_ratio,rank1_raw,rank1_deep
2143,200,114,3,83.04000091552734,0.20420041680335999,0.3184507191181183,0.08184993619512365,-0.9726410899930342,0.0008629179792478681,0.6,12,0.7675556817336204,0.9848729372024536,0.9139947295188904
94,200,29,9,23.959999084472656,0.05999736115336418,0.3873254656791687,-0.2726814963019452,0.5848117263230938,0.0012768071610480547,0.8333333333333334,-12,0.9857762925136067,0.9619246125221252,0.6996185779571533
337,200,274,4,34.19499969482422,0.22147509455680847,0.45505642890930176,-0.13334306162029017,0.17097245329337923,0.0006516929715871811,1.0,-20,0.949991368768165,0.9158539175987244,0.7579860091209412
1143,200,134,7,35.27000045776367,0.2099050134420395,0.5924835801124573,-0.020054021474962318,-0.45867241789098484,0.0007656847592443228,0.8333333333333334,-17,1.0920236350335781,0.9471122026443481,0.8180832266807556
720,200,172,6,25.85999870300293,0.31441164016723633,0.34779590368270874,-0.1951345200557529,0.575515760860155,0.0009582772618159652,1.1666666666666667,21,0.9834188724544108,0.9538417458534241,0.47083431482315063
664,200,221,1,19.31999969482422,0.40468230843544006,1.0,-0.4028861312267981,,0.0013326389016583562,0.75,-10,0.0,1.0,1.0
1300,200,134,5,26.01500129699707,0.23524652421474457,0.5933195352554321,-0.19613008946092633,-0.34294709695765063,0.0006152641726657748,1.8571428571428572,-17,1.0292609842252856,0.9359017610549927,0.8510942459106445
1122,200,158,2,31.939998626708984,0.3112393021583557,0.4134298861026764,-0.14877408093363143,-1.0,0.0004988352884538472,0.7142857142857143,-18,0.931961336015813,0.9716477394104004,0.9324177503585815
793,200,102,5,31.90999984741211,0.32385700941085815,0.6299677491188049,-0.10792060682289147,0.21991916294973485,0.000808980839792639,2.4285714285714284,-18,1.0398350520548476,0.9551831483840942,0.8444904685020447
1129,200,122,6,22.7450008392334,0.25869712233543396,0.6107817888259888,-0.03179773817827383,-0.182589223043951,0.0006088813534006476,1.0,11,0.9406360686653044,0.9091116786003113,0.6961010694503784
