unit_id,n,peak_ch,n_ch,peakSNRamp,temporal_cos,spatial_cos,temporal_corr,spatial_corr,amp_ratio,fwhm_ratio,lag,spread_ratio,rank1_raw,rank1_deep
2143,200,114,3,83.04000091552734,0.9990813732147217,0.9999839663505554,0.9988684142353568,0.9994440149057708,0.9917755126953125,1.0,0,0.9996393309042056,0.9848729372024536,0.9843470454216003
94,200,29,9,23.959999084472656,0.9991862773895264,0.9998949766159058,0.995749177354506,0.9987101841220059,0.983177900314331,1.0,0,1.002037502485132,0.9619246125221252,0.9696990847587585
337,200,274,4,34.19499969482422,0.9977755546569824,0.9992257356643677,0.9960466003919277,0.9985755218666692,0.9427351355552673,0.8888888888888888,0,1.0096080960355132,0.9158539175987244,0.9345375895500183
1143,200,134,7,35.27000045776367,0.9986358880996704,0.9997157454490662,0.9983015772372797,0.997070490083711,0.9699673056602478,1.0,0,0.9984578972246189,0.9471122026443481,0.9521797299385071
720,200,172,6,25.85999870300293,0.9975762367248535,0.9994273781776428,0.9955687520698393,0.9871687128402465,0.9062926173210144,1.0,0,1.0097671917467994,0.9538417458534241,0.9669257998466492
664,200,221,1,19.31999969482422,0.9794554114341736,1.0,0.9804236095598858,,0.8914976119995117,0.875,0,0.0,1.0,1.0
1300,200,134,5,26.01500129699707,0.9982391595840454,0.9997386932373047,0.9974101358793759,0.9988912795792622,0.9606863856315613,1.0,0,0.9939184087842345,0.9359017610549927,0.9446794390678406
1122,200,158,2,31.939998626708984,0.995269238948822,0.9998770356178284,0.993368878774452,1.0,0.932901918888092,1.0,0,1.0026176777122138,0.9716477394104004,0.9822676777839661
793,200,102,5,31.90999984741211,0.9983078837394714,0.999855637550354,0.9962845283674486,0.9991342454914994,0.9745899438858032,1.0,0,0.9979969213537843,0.9551831483840942,0.9662357568740845
1129,200,122,6,22.7450008392334,0.9959254860877991,0.998763382434845,0.9867481235780792,0.9407220115769783,0.8190733194351196,1.0,0,0.9886535351987971,0.9091116786003113,0.9327917695045471
