model_label,domain,channels,median_std_uV,median_abs_skewness,median_excess_kurtosis,median_normal_quantile_rmse,median_fraction_abs_gt_3,median_fraction_abs_gt_5,jarque_bera_fdr_reject_fraction,median_mean_abs_autocorrelation,median_max_abs_autocorrelation,ljung_box_fdr_reject_fraction,median_spectral_flatness,median_variance_ratio_to_raw,median_abs_spatial_correlation,median_abs_near_correlation,median_abs_far_correlation,median_abs_prediction_residual_correlation
ib_w96_om1_scale,raw,384,13.132167183639964,0.13538793139793676,0.5882059444612788,0.08548696349725116,0.005476888020833333,0.000146484375,0.9765625,0.11005474670611318,0.6073671313236858,1.0,0.7248536228534828,1.0,0.033917832742255176,0.3742678070673354,0.03134947436980255,0.008736270710102575
ib_w96_om1_scale,prediction,384,9.141584887325516,0.2833089078511201,1.7221910763359451,0.13028348704464238,0.008365885416666666,0.0005940755208333334,0.9973958333333334,0.23368389467059458,0.8489719455585206,1.0,0.3236739225389686,0.49423009157180786,0.0604806666436533,0.6299131652978621,0.05543061601270899,0.008736270710102575
ib_w96_om1_scale,residual,384,9.124097755395185,0.030669818902003956,0.0944878840204586,0.01448104084361183,0.0032796223958333334,0.0,0.8697916666666666,0.044958135316318065,0.31430871511200364,1.0,0.7815775790977761,0.499470591545105,0.005278442448438227,0.08111454590345032,0.004999841593699792,0.008736270710102575
