unit_id,n,peak_ch,n_ch,peakSNRamp,temporal_cos,spatial_cos,temporal_corr,spatial_corr,amp_ratio,fwhm_ratio,lag,spread_ratio,rank1_raw,rank1_deep
2143,200,114,3,83.04000091552734,0.9995007514953613,0.9999844431877136,0.9993167046514473,0.998229924009923,0.9935752153396606,1.2,0,0.9999784741297917,0.9848729372024536,0.9844487905502319
94,200,29,9,23.959999084472656,0.9983536601066589,0.9999269247055054,0.9955611474895837,0.9981292015460222,0.9737581014633179,1.0,0,1.0019597607872983,0.9619246125221252,0.9689772129058838
337,200,274,4,34.19499969482422,0.9978131651878357,0.9992522597312927,0.99591906439247,0.9991771127059448,0.953468382358551,0.8888888888888888,0,1.0088639490106586,0.9158539175987244,0.9369586110115051
1143,200,134,7,35.27000045776367,0.9984829425811768,0.999975860118866,0.9984407526667936,0.9984625793208345,0.9678925275802612,1.0,0,0.9996984192478977,0.9471122026443481,0.9544124007225037
720,200,172,6,25.85999870300293,0.9973922371864319,0.9997561573982239,0.9949797704398146,0.9895707265230239,0.8975641131401062,1.0,0,1.0050122063960052,0.9538417458534241,0.9635746479034424
664,200,221,1,19.31999969482422,0.9842493534088135,1.0,0.986089345331628,,0.9295965433120728,0.875,0,0.0,1.0,1.0
1300,200,134,5,26.01500129699707,0.9979472756385803,0.9998835921287537,0.9973191402649639,0.9996969347811491,0.9556114077568054,1.0,0,0.9964228161988548,0.9359017610549927,0.9453404545783997
1122,200,158,2,31.939998626708984,0.9962233901023865,0.9999946355819702,0.9952387869220142,1.0,0.9393482208251953,1.0,0,0.9997936149179784,0.9716477394104004,0.9834519624710083
793,200,102,5,31.90999984741211,0.9985620975494385,0.9997527599334717,0.9976428011427532,0.9980105444682916,0.9845917224884033,1.0,0,0.9972453772800743,0.9551831483840942,0.9622893929481506
1129,200,122,6,22.7450008392334,0.9938302040100098,0.9991517663002014,0.9857567758311404,0.954370503258323,0.8327710032463074,1.0,0,0.9902649977814224,0.9091116786003113,0.9320061206817627
