unit_id,n_spikes,peak_ch,n_ch,snr_raw,snr_deep,dsnr,dprime_raw,dprime_deep,dprime_deep_fixed,auc_raw,auc_deep,auc_deep_fixed,ddprime,ddprime_fixed,dauc
2143,100,114,3,16.433961868286133,25.035404205322266,8.601442337036133,12.53050980636828,13.18398959749334,13.183436938713715,1.0,1.0,1.0,0.6534797911250614,0.652927132345436,0.0
94,100,29,12,3.4893321990966797,3.4827322959899902,-0.006599903106689453,2.1674297179864177,2.0121452688139456,2.0248650378666326,0.9552500247955322,0.9411500096321106,0.9428499937057495,-0.15528444917247208,-0.14256468011978507,-0.01410001516342163
337,100,274,4,4.1204514503479,4.197790145874023,0.07733869552612305,3.1508394835087925,2.765366458973577,2.7904086517113513,0.986299991607666,0.9758999943733215,0.9782000184059143,-0.38547302453521537,-0.3604308317974412,-0.010399997234344482
1143,100,134,7,6.047300815582275,7.281930923461914,1.2346301078796387,5.323439750626826,4.944757435648569,4.942724623685128,0.9993500113487244,0.9970999956130981,0.9973499774932861,-0.3786823149782572,-0.3807151269416984,-0.0022500157356262207
720,100,172,6,3.3256125450134277,2.990525722503662,-0.3350868225097656,2.1755699332273646,1.7732871743036838,1.8463404766603235,0.9448500275611877,0.9063000082969666,0.9135000109672546,-0.4022827589236808,-0.32922945656704106,-0.03855001926422119
664,100,221,3,3.72355318069458,4.6815361976623535,0.9579830169677734,1.040002597031785,0.8748123767008837,0.9077457446452876,0.7771499752998352,0.7382500171661377,0.7465000152587891,-0.16519022033090125,-0.13225685238649743,-0.03889995813369751
1300,100,134,5,4.578506946563721,5.464930534362793,0.8864235877990723,4.074252488212588,3.5794866180426896,3.610278489750602,0.9939500093460083,0.9878000020980835,0.989799976348877,-0.4947658701698985,-0.46397399846198617,-0.006150007247924805
1122,100,158,2,5.306804656982422,6.326431751251221,1.0196270942687988,3.7966439129148744,3.305829711687967,3.2064630641872167,0.9973499774932861,0.9905499815940857,0.9900500178337097,-0.49081420122690744,-0.5901808487276576,-0.0067999958992004395
793,100,102,5,7.0905632972717285,12.341950416564941,5.251387119293213,8.566411202380156,8.801433967471212,8.8705635773431,1.0,1.0,1.0,0.23502276509105613,0.30415237496294445,0.0
1129,100,122,7,3.9321558475494385,4.049769401550293,0.11761355400085449,2.144590069262506,1.710452707951428,1.8149665276520572,0.9578499794006348,0.9132999777793884,0.9275500178337097,-0.43413736131107794,-0.3296235416104487,-0.04455000162124634
