unit_id,n_spikes,peak_ch,n_ch,snr_raw,snr_deep,dsnr,dprime_raw,dprime_deep,dprime_deep_fixed,auc_raw,auc_deep,auc_deep_fixed,ddprime,ddprime_fixed,dauc
2143,100,114,3,16.433961868286133,21.44327163696289,5.009309768676758,12.53050980636828,12.922810066882827,12.922437323412826,1.0,1.0,1.0,0.39230026051454736,0.39192751704454665,0.0
94,100,29,12,3.4893321990966797,3.7361979484558105,0.24686574935913086,2.1674297179864177,2.02316594459112,2.05794851091113,0.9552500247955322,0.9441499710083008,0.9474499821662903,-0.1442637733952976,-0.10948120707528775,-0.011100053787231445
337,100,274,4,4.1204514503479,4.310375690460205,0.1899242401123047,3.1508394835087925,2.976619692599055,3.0082496604268925,0.986299991607666,0.9828000068664551,0.9835000038146973,-0.1742197909097376,-0.14258982308190005,-0.0034999847412109375
1143,100,134,7,6.047300815582275,6.782800674438477,0.7354998588562012,5.323439750626826,5.1443638387817066,5.155899196936743,0.9993500113487244,0.99795001745224,0.9983000159263611,-0.1790759118451195,-0.16754055369008292,-0.001399993896484375
720,100,172,6,3.3256125450134277,3.2688136100769043,-0.05679893493652344,2.1755699332273646,2.000089419754202,2.0503741435494454,0.9448500275611877,0.9293000102043152,0.9340000152587891,-0.1754805134731625,-0.12519578967791922,-0.015550017356872559
664,100,221,3,3.72355318069458,4.406773090362549,0.6832199096679688,1.0400025856645227,0.9542976699214437,0.9832535508020943,0.7771499752998352,0.7580999732017517,0.7642999887466431,-0.08570491574307904,-0.05674903486242844,-0.019050002098083496
1300,100,134,5,4.578506946563721,5.176637649536133,0.5981307029724121,4.074252488212588,3.845925141614845,3.862318358581054,0.9939500093460083,0.9919999837875366,0.992900013923645,-0.22832734659774312,-0.21193412963153424,-0.0019500255584716797
1122,100,158,2,5.306804656982422,6.181600093841553,0.8747954368591309,3.796643915047218,3.602750763153922,3.6064170398092714,0.9973499774932861,0.9961000084877014,0.9964500069618225,-0.1938931518932958,-0.19022687523794657,-0.0012499690055847168
793,100,102,5,7.0905632972717285,9.98836898803711,2.897805690765381,8.566411202380156,8.580268097612239,8.655478837748433,1.0,1.0,1.0,0.013856895232082778,0.08906763536827711,0.0
1129,100,122,7,3.9321558475494385,4.180097579956055,0.2479417324066162,2.144590069262506,1.8885591411774576,1.9710549074611063,0.9578499794006348,0.9357500076293945,0.9437500238418579,-0.25603092808504835,-0.1735351618013996,-0.022099971771240234
